Sr. No,Symbol,Series,Security Name,From,To
73,ACEINTEG,EQ,ACE INTEGRATED SOLUTIONS LIMITED,5,10
74,ACL,EQ,ANDHRA CEMENTS LIMITED,5,10
75,ADL,EQ,ARCHIDPLY DECOR LIMITED,5,10
76,AKANKSHA,SM,AKANKSHA POWER AND INFRASTRUCTURE LIMITED,5,10
77,ALKALI,EQ,ALKALI METALS LIMITED,5,10
78,ANIKINDS,EQ,ANIK INDUSTRIES LIMITED,5,10
79,APS,SM,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,5,10
80,ARENTERP,EQ,RAJDARSHAN INDUSTRIES LIMITED,5,10
81,ARHAM,SM,ARHAM TECHNOLOGIES LIMITED,5,10
82,ASHOKAMET,BE,ASHOKA METCAST LIMITED,5,2
83,ATLANTAA,EQ,ATLANTAA LIMITED,5,10
84,AUROIMPEX,SM,AURO IMPEX & CHEMICALS LIMITED,5,10
85,AVPINFRA,SM,AVP INFRACON LIMITED,5,20
86,BAJEL,EQ,BAJEL PROJECTS LIMITED,5,10
87,BEARDSELL,EQ,BEARDSELL LIMITED,5,10
88,BHANDARI,EQ,BHANDARI HOSIERY EXPORTS LIMITED,5,10
89,BLAL,EQ,BEML LAND ASSETS LIMITED,5,10
90,BURNPUR,EQ,BURNPUR CEMENT LIMITED,5,10
91,BYKE,EQ,THE BYKE HOSPITALITY LTD,5,10
92,CLOUD,SM,VARANIUM CLOUD LIMITED,5,10
93,COUNCODOS,EQ,COUNTRY CONDO'S LIMITED,5,10
94,CRAYONS,SM,CRAYONS ADVERTISING LIMITED,5,10
95,DBREALTY,EQ,D B REALTY LIMITED,5,20
96,DBSTOCKBRO,EQ,DB (INTERNATIONAL) STOCK BROKERS LIMITED,5,10
97,DCI,EQ,DC INFOTECH AND COMMUNICATION LIMITED,5,10
98,DEVIT,EQ,DEV INFORMATION TECHNOLOGY LIMITED,5,10
99,DHTL,SM,DOCMODE HEALTH TECHNOLOGIES LIMITED,5,10
100,DIGISPICE,EQ,DIGISPICE TECHNOLOGIES LIMITED,5,10
101,DRCSYSTEMS,EQ,DRC SYSTEMS INDIA LIMITED,5,10
102,EMSLIMITED,EQ,EMS LIMITED,5,20
103,ESSARSHPNG,EQ,ESSAR SHIPPING LIMITED,5,10
104,GANGAFORGE,BE,GANGA FORGING LIMITED,5,2
105,GEEKAYWIRE,EQ,GEEKAY WIRES LIMITED,5,20
106,GENCON,EQ,GENERIC ENGINEERING CONSTRUCTION AND PROJECTS LIMITED,5,10
107,GINNIFILA,EQ,GINNI FILAMENTS LIMITED,5,10
108,GKWLIMITED,EQ,GKW LIMITED,5,10
109,GOLDTECH,EQ,AION-TECH SOLUTIONS LIMITED,5,10
110,GSLSU,EQ,GLOBAL SURFACES LIMITED,5,10
111,HARRMALAYA,EQ,HARRISONS  MALAYALAM LIMITED,5,10
112,HECPROJECT,EQ,HEC INFRA PROJECTS LIMITED,5,10
113,HIRECT,EQ,HIND RECTIFIERS LIMITED,5,10
114,HMAAGRO,EQ,HMA AGRO INDUSTRIES LIMITED,5,10
115,HPL,EQ,HPL ELECTRIC & POWER LIMITED,5,10
116,ICDSLTD,BE,ICDS LIMITED,5,2
117,IEL,EQ,INDIABULLS ENTERPRISES LIMITED,5,10
118,IFCI,EQ,IFCI LIMITED,5,10
119,INDOSTAR,EQ,INDOSTAR CAPITAL FINANCE LIMITED,5,20
120,INDRAMEDCO,EQ,INDRAPRASTHA MEDICAL CORPORATION LIMITED,5,20
121,INOXWIND,EQ,INOX WIND LIMITED,5,10
122,IREDA,EQ,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,5,20
123,IRIS,EQ,IRIS BUSINESS SERVICES LIMITED,5,10
124,ITDC,EQ,INDIA TOURISM DEVELOPMENT CORPORATION LIMITED,5,10
125,IZMO,EQ,IZMO LIMITED,5,10
126,JAICORPLTD,EQ,JAI CORP LIMITED,5,10
127,JAINAM,SM,JAINAM FERRO ALLOYS (I) LIMITED,5,10
128,JETKNIT,SM,JET KNITWEARS LIMITED,5,10
129,JHS,BE,JHS SVENDGAARD LABORATORIES LIMITED,5,2
130,JPASSOCIAT,EQ,JAIPRAKASH ASSOCIATES LIMITED,5,10
131,JSLL,SM,JEENA SIKHO LIFECARE LIMITED,5,10
132,KALYANIFRG,EQ,KALYANI FORGE LIMITED,5,10
133,KAPSTON,EQ,KAPSTON SERVICES LIMITED,5,10
134,KAUSHALYA,EQ,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,5,10
135,KESORAMIND,EQ,KESORAM INDUSTRIES LIMITED,5,10
136,KREBSBIO,EQ,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,5,10
137,LGBFORGE,EQ,LGB FORGE LIMITED,5,10
138,LLOYDS,SM,LLOYDS LUXURIES LIMITED,5,10
139,LYPSAGEMS,EQ,LYPSA GEMS & JEWELLERY LIMITED,5,10
140,MANAKALUCO,BE,MANAKSIA ALUMINIUM COMPANY LIMITED,5,2
141,MANAKCOAT,EQ,MANAKSIA COATED METALS & INDUSTRIES LIMITED,5,10
142,MBLINFRA,EQ,MBL INFRASTRUCTURE LIMITED,5,10
143,MCON,SM,MCON RASAYAN INDIA LIMITED,5,10
144,MICEL,EQ,MIC ELECTRONICS LIMITED,5,10
145,MMTC,EQ,MMTC LIMITED,5,10
146,MODIRUBBER,EQ,MODI RUBBER LIMITED,5,10
147,MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,5,10
148,NBCC,EQ,NBCC (INDIA) LIMITED,5,10
149,NDGL,EQ,NAGA DHUNSERI GROUP LIMITED,5,10
150,NDL,EQ,NANDAN DENIM LIMITED,5,20
151,NEXTMEDIA,EQ,NEXT MEDIAWORKS LIMITED,5,10
152,NIBL,EQ,NRB INDUSTRIAL BEARINGS LIMITED,5,10
153,NIRMAN,SM,NIRMAN AGRI GENETICS LIMITED,5,10
154,NITCO,BE,NITCO LIMITED,5,2
155,NUCLEUS,EQ,NUCLEUS SOFTWARE EXPORTS LIMITED,5,20
156,OMFURN,SM,OMFURN INDIA LIMITED,5,10
157,ORTINLAB,EQ,ORTIN LABORATORIES LIMITED,5,10
158,PANACHE,EQ,PANACHE DIGILIFE LIMITED,5,10
159,PARACABLES,EQ,PARAMOUNT COMMUNICATIONS LIMITED,5,20
160,PKTEA,EQ,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,5,10
161,PLAZACABLE,EQ,PLAZA WIRES LIMITED,5,10
162,PRAXIS,BE,PRAXIS HOME RETAIL LIMITED,5,2
163,PRITI,EQ,PRITI INTERNATIONAL LIMITED,5,10
164,PULZ,SM,PULZ ELECTRONICS LIMITED,5,10
165,QMSMEDI,SM,QMS MEDICAL ALLIED SERVICES LIMITED,5,10
166,SAKSOFT,EQ,SAKSOFT LIMITED,5,20
167,SANGHIIND,EQ,SANGHI INDUSTRIES LIMITED,5,10
168,SARTELE,SM,SAR TELEVENTURE LIMITED,5,10
169,SBC,EQ,SBC EXPORTS LIMITED,5,10
170,SCI,EQ,SHIPPING CORPORATION OF INDIA LIMITED,5,20
171,SEPC,EQ,SEPC LIMITED,5,10
172,SHIGAN,SM,SHIGAN QUANTUM TECHNOLOGIES LIMITED,5,10
173,SHIVAMAUTO,EQ,SHIVAM AUTOTECH LIMITED,5,10
174,SIL,EQ,STANDARD INDUSTRIES LIMITED,5,10
175,SILLYMONKS,EQ,SILLY MONKS ENTERTAINMENT LIMITED,5,10
176,SIMPLEXINF,BE,SIMPLEX INFRASTRUCTURES LIMITED,5,2
177,SKMEGGPROD,EQ,SKM EGG PRODUCTS EXPORT (INDIA) LIMITED,5,20
178,SOUTHWEST,EQ,SOUTH WEST PINNACLE EXPLORATION LIMITED,5,10
179,SPECTRUM,SM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,5,10
180,SSFL,SM,SRIVARI SPICES AND FOODS LIMITED,5,10
181,SUMIT,EQ,SUMIT WOODS LIMITED,5,10
182,SUPREMEINF,BZ,SUPREME INFRASTRUCTURE INDIA LIMITED,5,2
183,SUULD,EQ,SUUMAYA INDUSTRIES LIMITED,5,10
184,SWARAJ,SM,SWARAJ SUITING LIMITED,5,10
185,SWSOLAR,EQ,STERLING AND WILSON RENEWABLE ENERGY LIMITED,5,10
186,TGBHOTELS,EQ,TGB BANQUETS AND HOTELS LIMITED,5,10
187,UNIVASTU,EQ,UNIVASTU INDIA LIMITED,5,10
188,VISHNUINFR,SM,VISHNUSURYA PROJECTS AND INFRA LIMITED,5,10
