Sr. No,Symbol,Series,Security Name,From,To
98,SWELECTES,EQ,SWELECT ENERGY SYSTEMS LIMITED,10,20
99,SYNCOMF,EQ,SYNCOM FORMULATIONS (INDIA) LIMITED,10,20
100,TAKE,EQ,TAKE SOLUTIONS LIMITED,10,20
101,TCL,SM,THAAI CASTING LIMITED,10,20
102,THOMASCOOK,EQ,THOMAS COOK  (INDIA)  LIMITED,10,5
103,TIPSFILMS,EQ,TIPS FILMS LIMITED,10,20
104,TOUCHWOOD,EQ,TOUCHWOOD ENTERTAINMENT LIMITED,10,20
105,TV18BRDCST,EQ,TV18 BROADCAST LIMITED,10,20
106,UMAEXPORTS,EQ,UMA EXPORTS LIMITED,10,20
107,VIKASLIFE,EQ,VIKAS LIFECARE LIMITED,10,20
108,VINNY,EQ,VINNY OVERSEAS LIMITED,10,20
109,VISAKAIND,EQ,VISAKA INDUSTRIES LIMITED,10,20
110,WINSOL,SM,WINSOL ENGINEERS LIMITED,10,20
111,WIPL,EQ,THE WESTERN INDIA PLYWOODS LIMITED,10,20
112,ASMS,EQ,BARTRONICS INDIA LIMITED,2,5
113,GATECH-RE,BE,GACM TECHNOLOGIES LTD-RE,20,10
114,NIRAJISPAT,EQ,NIRAJ ISPAT INDUSTRIES LIMITED,20,10
115,AAATECH,EQ,AAA TECHNOLOGIES LIMITED,5,10
116,AAREYDRUGS,EQ,AAREY DRUGS & PHARMACEUTICALS LIMITED,5,10
117,ABAN,EQ,ABAN OFFSHORE LIMITED,5,10
118,ACL,EQ,ANDHRA CEMENTS LIMITED,5,10
119,ADROITINFO,EQ,ADROIT INFOTECH LIMITED,5,10
120,ADROITPP1,E1,ADROIT INFOTECH LIMITED,5,10
121,AKSHAR,EQ,AKSHAR SPINTEX LIMITED,5,10
122,AKSHOPTFBR,EQ,AKSH OPTIFIBRE LIMITED,5,10
123,AMBICAAGAR,EQ,AMBICA AGARBATHIES & AROMA INDUSTRIES LIMITED,5,10
124,APOLLO,EQ,APOLLO MICRO SYSTEMS LIMITED,5,10
125,ARHAM,SM,ARHAM TECHNOLOGIES LIMITED,5,10
126,ASHOKAMET,EQ,ASHOKA METCAST LIMITED,5,10
127,ASIANENE,EQ,ASIAN ENERGY SERVICES LIMITED,5,10
128,ATAM,EQ,ATAM VALVES LIMITED,5,10
129,AZAD,EQ,AZAD ENGINEERING LIMITED,5,10
130,BAHETI,SM,BAHETI RECYCLING INDUSTRIES LIMITED,5,10
131,BINANIIND,EQ,BINANI INDUSTRIES LIMITED,5,10
132,BMETRICS,SM,BOMBAY METRICS SUPPLY CHAIN LIMITED,5,10
133,CALSOFT,EQ,CALIFORNIA SOFTWARE COMPANY LIMITED,5,10
134,CELLECOR,SM,CELLECOR GADGETS LIMITED,5,10
135,CENTEXT,EQ,CENTURY EXTRUSIONS LIMITED,5,10
136,CGRAPHICS,SM,CREATIVE GRAPHICS SOLUTIONS INDIA LIMITED,5,10
137,CINEVISTA,EQ,CINEVISTA LIMITED,5,10
138,COCHINSHIP,EQ,COCHIN SHIPYARD LIMITED,5,10
139,DBSTOCKBRO,EQ,DB (INTERNATIONAL) STOCK BROKERS LIMITED,5,10
140,DCMFINSERV,EQ,DCM FINANCIAL SERVICES LIMITED,5,10
141,DHANBANK,EQ,DHANLAXMI BANK LIMITED,5,20
142,DIACABS,BE,DIAMOND POWER INFRASTRUCTURE LIMITED,5,2
143,DUCON,EQ,DUCON INFRATECHNOLOGIES LIMITED,5,10
144,FELIX,SM,FELIX INDUSTRIES LIMITED,5,10
145,FROG,SM,FROG CELLSAT LIMITED,5,10
146,GENSOL,EQ,GENSOL ENGINEERING LIMITED,5,10
147,GINNIFILA,EQ,GINNI FILAMENTS LIMITED,5,10
148,GIRIRAJ,SM,GIRIRAJ CIVIL DEVELOPERS LIMITED,5,10
149,GKWLIMITED,EQ,GKW LIMITED,5,10
150,GOKUL,EQ,GOKUL REFOILS AND SOLVENT LIMITED,5,10
151,GOYALALUM,EQ,GOYAL ALUMINIUMS LIMITED,5,10
152,GRAPHISAD,SM,GRAPHISADS LIMITED,5,10
153,GREENPOWER,EQ,ORIENT GREEN POWER COMPANY LIMITED,5,10
154,GRSE,EQ,GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,5,10
155,GTL,EQ,GTL LIMITED,5,10
156,HAVISHA,EQ,SRI HAVISHA HOSPITALITY AND INFRASTRUCTURE LIMITED,5,10
157,HCL-INSYS,EQ,HCL INFOSYSTEMS LIMITED,5,10
158,HILTON,EQ,HILTON METAL FORGING LIMITED,5,10
159,HINDMOTORS,EQ,HINDUSTAN MOTORS LIMITED,5,20
160,HLVLTD,EQ,HLV LIMITED,5,10
161,HOVS,EQ,HOV SERVICES LIMITED,5,10
162,HSCL,EQ,HIMADRI SPECIALITY CHEMICAL LIMITED,5,10
163,IITL,EQ,INDUSTRIAL INVESTMENT TRUST LIMITED,5,10
164,INDOTHAI,EQ,INDO THAI SECURITIES LIMITED,5,10
165,INSPIRE,SM,INSPIRE FILMS LIMITED,5,10
166,ISHAN,SM,ISHAN INTERNATIONAL LIMITED,5,10
167,JAINAM,SM,JAINAM FERRO ALLOYS (I) LIMITED,5,10
168,JHS,EQ,JHS SVENDGAARD LABORATORIES LIMITED,5,10
169,JITFINFRA,EQ,JITF INFRALOGISTICS LIMITED,5,20
170,JSLL,SM,JEENA SIKHO LIFECARE LIMITED,5,10
171,KAMATHOTEL,EQ,KAMAT HOTELS (I) LIMITED,5,20
172,KATARIA,SM,KATARIA INDUSTRIES LIMITED,5,20
173,KONSTELEC,SM,KONSTELEC ENGINEERS LIMITED,5,10
174,LATENTVIEW,EQ,LATENT VIEW ANALYTICS LIMITED,5,10
175,LGHL,EQ,LAXMI GOLDORNA HOUSE LIMITED,5,10
176,LLOYDS,SM,LLOYDS LUXURIES LIMITED,5,10
177,LOKESHMACH,EQ,LOKESH MACHINES LIMITED,5,10
178,LRRPL,SM,LEAD RECLAIM AND RUBBER PRODUCTS LIMITED,5,10
179,MACOBSTECH,SM,MACOBS TECHNOLOGIES LIMITED,5,20
180,MADHAV,EQ,MADHAV MARBLES AND GRANITES LIMITED,5,10
181,MAGNUM,EQ,MAGNUM VENTURES LIMITED,5,10
182,MANAKSTEEL,EQ,MANAKSIA STEELS LIMITED,5,10
183,MANAV,SM,MANAV INFRA PROJECTS LIMITED,5,10
184,MANORAMA,EQ,MANORAMA INDUSTRIES LIMITED,5,10
185,MBECL,EQ,MCNALLY BHARAT ENGINEERING COMPANY LIMITED,5,10
186,MCL,EQ,MADHAV COPPER LIMITED,5,10
187,MCLEODRUSS,EQ,MCLEOD RUSSEL INDIA LIMITED,5,10
188,MEGASOFT,EQ,MEGASOFT LIMITED,5,10
189,MIRCELECTR,EQ,MIRC ELECTRONICS LIMITED,5,10
190,MODIRUBBER,EQ,MODI RUBBER LIMITED,5,10
191,MODISONLTD,EQ,MODISON LIMITED,5,20
192,NILAINFRA,EQ,NILA INFRASTRUCTURES LIMITED,5,10
193,NORBTEAEXP,EQ,NORBEN TEA & EXPORTS LIMITED,5,10
194,ONDOOR,SM,ON DOOR CONCEPTS LIMITED,5,10
195,ONEPOINT,EQ,ONE POINT ONE SOLUTIONS LIMITED,5,10
196,ORIENTLTD,EQ,ORIENT PRESS LIMITED,5,10
197,PARACABLES,EQ,PARAMOUNT COMMUNICATIONS LIMITED,5,20
198,PRITIKAUTO,EQ,PRITIKA AUTO INDUSTRIES LIMITED,5,10
199,PRUDMOULI,EQ,PRUDENTIAL SUGAR CORPORATION LIMITED,5,10
200,PULZ,SM,PULZ ELECTRONICS LIMITED,5,10
201,PVP,EQ,PVP VENTURES LIMITED,5,20
202,RAMCOSYS,EQ,RAMCO SYSTEMS LIMITED,5,10
203,SABAR,SM,SABAR FLEX INDIA LIMITED,5,10
204,SADBHAV,EQ,SADBHAV ENGINEERING LIMITED,5,10
205,SADBHIN,EQ,SADBHAV INFRASTRUCTURE PROJECT LIMITED,5,10
206,SAHANA,SM,SAHANA SYSTEM LIMITED,5,10
207,SALASAR,EQ,SALASAR TECHNO ENGINEERING LIMITED,5,10
208,SAMBHAAV,EQ,SAMBHAAV MEDIA LIMITED,5,10
209,SARTELE,SM,SAR TELEVENTURE LIMITED,5,10
210,SARVESHWAR,EQ,SARVESHWAR FOODS LIMITED,5,10
211,SECMARK,EQ,SECMARK CONSULTANCY LIMITED,5,10
212,SECURKLOUD,EQ,SECUREKLOUD TECHNOLOGIES LIMITED,5,10
213,SERVOTECH,EQ,SERVOTECH POWER SYSTEMS LIMITED,5,10
214,SHEETAL,SM,SHEETAL UNIVERSAL LIMITED,5,10
215,SHYAMCENT,EQ,SHYAM CENTURY FERROUS LIMITED,5,10
216,SHYAMTEL,BE,SHYAM TELECOM LIMITED,5,2
217,SINDHUTRAD,EQ,SINDHU TRADE LINKS LIMITED,5,10
218,SOFTTECH,EQ,SOFTTECH ENGINEERS LIMITED,5,10
219,SOLEX,SM,SOLEX ENERGY LIMITED,5,10
220,SOMATEX,EQ,SOMA TEXTILES & INDUSTRIES LIMITED,5,10
221,SSFL,SM,SRIVARI SPICES AND FOODS LIMITED,5,10
222,SURANASOL,EQ,SURANA SOLAR LIMITED,5,10
223,SUVEN,EQ,SUVEN LIFE SCIENCES LIMITED,5,10
224,SWANENERGY,EQ,SWAN ENERGY LIMITED,5,10
225,TAC,SM,TAC INFOSEC LIMITED,5,10
226,TARACHAND,EQ,TARA CHAND INFRALOGISTIC SOLUTIONS LIMITED,5,10
227,TCIFINANCE,BE,TCI FINANCE LIMITED,5,2
228,TFL,BE,TRANSWARRANTY FINANCE LIMITED,5,2
229,TIL,BZ,TIL LIMITED,5,2
230,TNTELE,BE,TAMILNADU TELECOMMUNICATION LIMITED,5,2
231,URAVI,EQ,URAVI T AND WEDGE LAMPS LIMITED,5,10
232,URBAN,SM,URBAN ENVIRO WASTE MANAGEMENT LIMITED,5,10
233,URJA,EQ,URJA GLOBAL LIMITED,5,10
234,VERITAAS,SM,VERITAAS ADVERTISING LIMITED,5,10
235,VIAZ,SM,VIAZ TYRES LIMITED,5,10
236,VISHNUINFR,SM,VISHNUSURYA PROJECTS AND INFRA LIMITED,5,20
237,VLEGOV,EQ,VL E-GOVERNANCE & IT SOLUTIONS LIMITED,5,10
238,WEL,EQ,WONDER ELECTRICALS LIMITED,5,10
239,WELINV,EQ,WELSPUN INVESTMENTS AND COMMERCIALS LIMITED,5,10
240,XELPMOC,EQ,XELPMOC DESIGN AND TECH LIMITED,5,10
241,ZEELEARN,BE,ZEE LEARN LIMITED,5,2
242,ZTECH,SM,Z-TECH (INDIA) LIMITED,5,10
