Sr. No,Symbol,Series,Security Name,From,To
367,BIRET,RR,BROOKFIELD INDIA REAL ESTATE TRUST,5,20
368,BIRLACABLE,EQ,BIRLA CABLE LIMITED,5,20
369,BIRLACORPN,EQ,BIRLA CORPORATION LIMITED,5,20
370,BLISSGVS,EQ,BLISS GVS PHARMA LIMITED,5,20
371,BLKASHYAP,EQ,B. L. KASHYAP AND SONS LIMITED,5,20
372,BLS,EQ,BLS INTERNATIONAL SERVICES LIMITED,5,20
373,BLSE,EQ,BLS E-SERVICES LIMITED,5,20
374,BLUEDART,EQ,BLUE DART EXPRESS LIMITED,5,20
375,BLUEPEBBLE,SM,BLUE PEBBLE LIMITED,5,20
376,BLUESTARCO,EQ,BLUE STAR LIMITED,5,20
377,BODALCHEM,EQ,BODAL CHEMICALS LIMITED,5,20
378,BOMDYEING,EQ,BOMBAY DYEING & MFG COMPANY LIMITED,5,20
379,BOROLTD,EQ,BOROSIL LIMITED,5,20
380,BORORENEW,EQ,BOROSIL RENEWABLES LIMITED,5,20
381,BPL,EQ,BPL LIMITED,5,20
382,BRIGADE,EQ,BRIGADE ENTERPRISES LIMITED,5,20
383,BSE,EQ,BSE LIMITED,5,20
384,BSE500IETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL S&P BSE 500 ETF - NA,5,20
385,BSHSL,EQ,BOMBAY SUPER HYBRID SEEDS LIMITED,5,20
386,BSL,EQ,BSL LIMITED,5,20
387,BSLGOLDETF,EQ,ADITYA BIRLA SUN LIFE GOLD ETF - GROWTH,5,20
388,BSLNIFTY,EQ,ADITYA BIRLA SUN LIFE NIFTY 50 ETF,5,20
389,BSLSENETFG,EQ,ADITYA BIRLA SUN LIFE S&P BSE SENSEX ETF,5,20
390,BTML,EQ,BODHI TREE MULTIMEDIA LIMITED,5,20
391,BUTTERFLY,EQ,BUTTERFLY GANDHIMATHI APPLIANCES LIMITED,5,20
392,CAMLINFINE,EQ,CAMLIN FINE SCIENCES LIMITED,5,20
393,CAMPUS,EQ,CAMPUS ACTIVEWEAR LIMITED,5,20
394,CAMS,EQ,COMPUTER AGE MANAGEMENT SERVICES LIMITED,5,20
395,CANTABIL,EQ,CANTABIL RETAIL INDIA LIMITED,5,20
396,CAPACITE,EQ,CAPACIT'E INFRAPROJECTS LIMITED,5,20
397,CAPITALSFB,EQ,CAPITAL SMALL FINANCE BANK LIMITED,5,20
398,CAPLIPOINT,EQ,CAPLIN POINT LABORATORIES LIMITED,5,20
399,CAPTRUST,EQ,CAPITAL TRUST LIMITED,5,20
400,CARBORUNIV,EQ,CARBORUNDUM UNIVERSAL LIMITED,5,20
401,CARERATING,EQ,CARE RATINGS LIMITED,5,20
402,CARTRADE,EQ,CARTRADE TECH LIMITED,5,20
403,CARYSIL,EQ,CARYSIL LIMITED,5,20
404,CASTROLIND,EQ,CASTROL INDIA LIMITED,5,20
405,CBAZAAR,SM,NET AVENUE TECHNOLOGIES LIMITED,5,20
406,CCL,EQ,CCL PRODUCTS (INDIA) LIMITED,5,20
407,CDSL,EQ,CENTRAL DEPOSITORY SERVICES (INDIA) LIMITED,5,20
408,CEATLTD,EQ,CEAT LIMITED,5,20
409,CELEBRITY,EQ,CELEBRITY FASHIONS LIMITED,5,20
410,CELLPOINT,SM,CELL POINT (INDIA) LIMITED,5,20
411,CENTENKA,EQ,CENTURY ENKA LIMITED,5,20
412,CENTRALBK,EQ,CENTRAL BANK OF INDIA,5,20
413,CENTRUM,EQ,CENTRUM CAPITAL LIMITED,5,20
414,CENTUM,EQ,CENTUM ELECTRONICS LIMITED,5,20
415,CENTURYPLY,EQ,CENTURY PLYBOARDS (INDIA) LIMITED,5,20
416,CENTURYTEX,EQ,CENTURY TEXTILES & INDUSTRIES LIMITED,5,20
417,CERA,EQ,CERA SANITARYWARE LIMITED,5,20
418,CESC,EQ,CESC LIMITED,5,20
419,CGCL,EQ,CAPRI GLOBAL CAPITAL LIMITED,5,20
420,CGPOWER,EQ,CG POWER AND INDUSTRIAL SOLUTIONS LIMITED,5,20
421,CHALET,EQ,CHALET HOTELS LIMITED,5,20
422,CHAVDA,SM,CHAVDA INFRA LIMITED,5,20
423,CHEMBOND,EQ,CHEMBOND CHEMICALS LTD,5,20
424,CHEMCON,EQ,CHEMCON SPECIALITY CHEMICALS LIMITED,5,20
425,CHEMPLASTS,EQ,CHEMPLAST SANMAR LIMITED,5,20
426,CHENNPETRO,EQ,CHENNAI PETROLEUM CORPORATION LIMITED,5,20
427,CHEVIOT,EQ,CHEVIOT COMPANY LIMITED,5,20
428,CHOICEIN,EQ,CHOICE INTERNATIONAL LIMITED,5,20
429,CHOLAHLDNG,EQ,CHOLAMANDALAM FINANCIAL HOLDINGS LIMITED,5,20
430,CIEINDIA,EQ,CIE AUTOMOTIVE INDIA LIMITED,5,20
431,CIGNITITEC,EQ,CIGNITI TECHNOLOGIES LIMITED,5,20
432,CINELINE,EQ,CINELINE INDIA LIMITED,5,20
433,CLEAN,EQ,CLEAN SCIENCE AND TECHNOLOGY LIMITED,5,20
434,CLEDUCATE,EQ,CL EDUCATE LIMITED,5,20
435,CLSEL,EQ,CHAMAN LAL SETIA EXPORTS LIMITED,5,20
436,CLSL,SM,CROP LIFE SCIENCE LIMITED,5,20
437,CMSINFO,EQ,CMS INFO SYSTEMS LIMITED,5,20
438,COASTCORP,EQ,COASTAL CORPORATION LIMITED,5,20
439,COCHINSHIP,EQ,COCHIN SHIPYARD LIMITED,5,20
440,COFFEEDAY,EQ,COFFEE DAY ENTERPRISES LIMITED,5,20
441,COMMITTED,SM,COMMITTED CARGO CARE LIMITED,5,20
442,COMMOIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY COMMODITIES ETF,5,20
443,COMPUSOFT,EQ,COMPUCOM SOFTWARE LIMITED,5,20
444,COMSYN,EQ,COMMERCIAL SYN BAGS LIMITED,5,20
445,CONCORDBIO,EQ,CONCORD BIOTECH LIMITED,5,20
446,CONFIPET,EQ,CONFIDENCE PETROLEUM INDIA LIMITED,5,20
447,CONS,EQ,KOTAK NIFTY INDIA CONSUMPTION ETF,5,20
448,CONSOFINVT,EQ,CONSOLIDATED FINVEST & HOLDINGS LIMITED,5,20
449,CONSUMBEES,EQ,NIPPON INDIA ETF NIFTY INDIA CONSUMPTION,5,20
450,CONSUMIETF,EQ,ICICI PRUDENTIAL NIFTY INDIA CONSUMPTION ETF,5,20
451,CONTROLPR,EQ,CONTROL PRINT LIMITED,5,20
452,COOLCAPS,SM,COOL CAPS INDUSTRIES LIMITED,5,20
453,COSMOFIRST,EQ,COSMO FIRST LIMITED,5,20
454,CPSEETF,EQ,CPSE ETF,5,20
455,CRAFTSMAN,EQ,CRAFTSMAN AUTOMATION LIMITED,5,20
456,CREATIVE,EQ,CREATIVE NEWTECH LIMITED,5,20
457,CREDITACC,EQ,CREDITACCESS GRAMEEN LIMITED,5,20
458,CRISIL,EQ,CRISIL LIMITED,5,20
459,CSBBANK,EQ,CSB BANK LIMITED,5,20
460,CSLFINANCE,EQ,CSL FINANCE LIMITED,5,20
461,CUBEINVIT,IV,CUBE HIGHWAYS TRUST,5,20
462,CYBERTECH,EQ,CYBERTECH SYSTEMS AND SOFTWARE LIMITED,5,20
463,CYIENT,EQ,CYIENT LIMITED,5,20
464,CYIENTDLM,EQ,CYIENT DLM LIMITED,5,20
465,DALMIASUG,EQ,DALMIA BHARAT SUGAR AND INDUSTRIES LIMITED,5,20
466,DAMODARIND,EQ,DAMODAR INDUSTRIES LIMITED,5,20
467,DANGEE,EQ,DANGEE DUMS LIMITED,5,20
468,DATAMATICS,EQ,DATAMATICS GLOBAL SERVICES LIMITED,5,20
469,DATAPATTNS,EQ,DATA PATTERNS (INDIA) LIMITED,5,20
470,DBL,EQ,DILIP BUILDCON LIMITED,5,20
471,DBOL,EQ,DHAMPUR BIO ORGANICS LIMITED,5,20
472,DBREALTY,EQ,VALOR ESTATE LIMITED,5,20
473,DCAL,EQ,DISHMAN CARBOGEN AMCIS LIMITED,5,20
474,DCBBANK,EQ,DCB BANK LIMITED,5,20
475,DCG,SM,DCG CABLES & WIRES LIMITED,5,20
476,DCM,EQ,DCM  LIMITED,5,20
477,DCMNVL,EQ,DCM NOUVELLE LIMITED,5,20
478,DCMSHRIRAM,EQ,DCM SHRIRAM LIMITED,5,20
479,DCMSRIND,EQ,DCM SHRIRAM INDUSTRIES LIMITED,5,20
480,DCW,EQ,DCW LIMITED,5,20
481,DCXINDIA,EQ,DCX SYSTEMS LIMITED,5,20
482,DECCANCE,EQ,DECCAN CEMENTS LIMITED,5,20
483,DEEM,SM,DEEM ROLL TECH LIMITED,5,20
484,DEEPAKFERT,EQ,DEEPAK FERTILIZERS AND PETROCHEMICALS CORPORATION LIMITED,5,20
485,DEEPENR,EQ,DEEP ENERGY RESOURCES LIMITED,5,20
486,DEEPINDS,EQ,DEEP INDUSTRIES LIMITED,5,20
487,DELAPLEX,SM,DELAPLEX LIMITED,5,20
488,DELHIVERY,EQ,DELHIVERY LIMITED,5,20
489,DELPHIFX,EQ,DELPHI WORLD MONEY LIMITED,5,20
490,DELTACORP,EQ,DELTA CORP LIMITED,5,20
491,DELTAMAGNT,EQ,DELTA MANUFACTURING LIMITED,5,20
492,DEN,EQ,DEN NETWORKS LIMITED,5,20
493,DENEERS,SM,DE NEERS TOOLS LIMITED,5,20
494,DENORA,EQ,DE NORA INDIA LIMITED,5,20
495,DENTALKART,SM,VASA DENTICITY LIMITED,5,20
496,DEVYANI,EQ,DEVYANI INTERNATIONAL LIMITED,5,20
497,DHAMPURSUG,EQ,DHAMPUR SUGAR MILLS LIMITED,5,20
498,DHANI,EQ,DHANI SERVICES LIMITED,5,20
499,DHANUKA,EQ,DHANUKA AGRITECH LIMITED,5,20
500,DHARMAJ,EQ,DHARMAJ CROP GUARD LIMITED,5,20
501,DHUNINV,EQ,DHUNSERI INVESTMENTS LIMITED,5,20
502,DIAMINESQ,EQ,DIAMINES & CHEMICALS LIMITED,5,20
503,DIAMONDYD,EQ,PRATAAP SNACKS LIMITED,5,20
504,DICIND,EQ,DIC INDIA LIMITED,5,20
505,DIGIKORE,SM,DIGIKORE STUDIOS LIMITED,5,20
506,DIL,EQ,DEBOCK INDUSTRIES LIMITED,5,20
507,DISHTV,EQ,DISH TV INDIA LIMITED,5,20
508,DIVGIITTS,EQ,DIVGI TORQTRANSFER SYSTEMS LIMITED,5,20
509,DIVOPPBEES,EQ,NIPPON INDIA ETF NIFTY DIVIDEND OPPORTUNITIES 50,5,20
510,DKEGL,SM,D.K. ENTERPRISES GLOBAL LIMITED,5,20
511,DLINKINDIA,EQ,D-LINK (INDIA) LIMITED,5,20
512,DMART,EQ,AVENUE SUPERMARTS LIMITED,5,20
513,DMCC,EQ,DMCC SPECIALITY CHEMICALS LIMITED,5,20
514,DODLA,EQ,DODLA DAIRY LIMITED,5,20
515,DOLATALGO,EQ,DOLAT ALGOTECH LIMITED,5,20
516,DOLLAR,EQ,DOLLAR INDUSTRIES LIMITED,5,20
517,DOLLEX,SM,DOLLEX AGROTECH LIMITED,5,20
518,DOMS,EQ,DOMS INDUSTRIES LIMITED,5,20
519,DONEAR,EQ,DONEAR INDUSTRIES LIMITED,5,20
520,DPABHUSHAN,EQ,D. P. ABHUSHAN LIMITED,5,20
521,DPWIRES,EQ,D P WIRES LIMITED,5,20
522,DREAMFOLKS,EQ,DREAMFOLKS SERVICES LIMITED,5,20
523,DRSDILIP,SM,DRS DILIP ROADLINES LIMITED,5,20
524,DTIL,EQ,DHUNSERI TEA & INDUSTRIES LIMITED,5,20
525,DUCOL,SM,DUCOL ORGANICS AND COLOURS LIMITED,5,20
526,DWARKESH,EQ,DWARIKESH SUGAR INDUSTRIES LIMITED,5,20
527,DYNAMATECH,EQ,DYNAMATIC TECHNOLOGIES LIMITED,5,20
528,DYNPRO,EQ,DYNEMIC PRODUCTS LIMITED,5,20
529,EASEMYTRIP,EQ,EASY TRIP PLANNERS LIMITED,5,20
530,EBBETF0425,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2025,5,20
531,EBBETF0430,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND  ETF - APRIL 2030,5,20
532,EBBETF0431,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2031,5,20
533,EBBETF0433,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF-APRIL 2033,5,20
534,ECLERX,EQ,ECLERX SERVICES LIMITED,5,20
535,EDELWEISS,EQ,EDELWEISS FINANCIAL SERVICES LIMITED,5,20
536,EFACTOR,SM,E FACTOR EXPERIENCES LIMITED,5,20
537,EFORCE,SM,ELECTRO FORCE (INDIA) LIMITED,5,20
538,EGOLD,EQ,EDELWEISS MUTUAL FUND -EDELWEISS GOLD ETF,5,20
539,EIDPARRY,EQ,EID PARRY INDIA LIMITED,5,20
540,EIFFL,EQ,EURO INDIA FRESH FOODS LIMITED,5,20
541,EIHAHOTELS,EQ,EIH ASSOCIATED HOTELS LIMITED,5,20
542,EIHOTEL,EQ,EIH LIMITED,5,20
543,EKC,EQ,EVEREST KANTO CYLINDER LIMITED,5,20
544,ELDEHSG,EQ,ELDECO HOUSING AND INDUSTRIES LIMITED,5,20
545,ELECON,EQ,ELECON ENGINEERING COMPANY LIMITED,5,20
546,ELECTCAST,EQ,ELECTROSTEEL CASTINGS LIMITED,5,20
547,ELECTCAST,W1,ELECTROSTEEL CASTINGS LIMITED,5,20
548,ELGIEQUIP,EQ,ELGI EQUIPMENTS LIMITED,5,20
549,ELGIRUBCO,EQ,ELGI RUBBER COMPANY LIMITED,5,20
550,ELIN,EQ,ELIN ELECTRONICS LIMITED,5,20
551,EMAMILTD,EQ,EMAMI LIMITED,5,20
552,EMAMIPAP,EQ,EMAMI PAPER MILLS LIMITED,5,20
553,EMBASSY,RR,EMBASSY OFFICE PARKS REIT,5,20
554,EMKAYTOOLS,SM,EMKAY TAPS AND CUTTING TOOLS LIMITED,5,20
555,EMMBI,EQ,EMMBI INDUSTRIES LIMITED,5,20
556,EMSLIMITED,EQ,EMS LIMITED,5,20
557,EMUDHRA,EQ,EMUDHRA LIMITED,5,20
558,ENDURANCE,EQ,ENDURANCE TECHNOLOGIES LIMITED,5,20
559,ENFUSE,SM,ENFUSE SOLUTIONS LIMITED,5,20
560,ENGINERSIN,EQ,ENGINEERS INDIA LIMITED,5,20
561,ENIL,EQ,ENTERTAINMENT NETWORK (INDIA) LIMITED,5,20
562,ENSER,SM,ENSER COMMUNICATIONS LIMITED,5,20
563,ENTERO,EQ,ENTERO HEALTHCARE SOLUTIONS LIMITED,5,20
564,EPACK,EQ,EPACK DURABLE LIMITED,5,20
565,EPIGRAL,EQ,EPIGRAL LIMITED,5,20
566,EPL,EQ,EPL LIMITED,5,20
567,EQUAL50ADD,EQ,DSP  MUTUAL FUND - DSP NIFTY 50 EQUAL WEIGHT ETF,5,20
568,EQUITASBNK,EQ,EQUITAS SMALL FINANCE BANK LIMITED,5,20
569,ERIS,EQ,ERIS LIFESCIENCES LIMITED,5,20
570,EROSMEDIA,EQ,EROS INTERNATIONAL MEDIA LIMITED,5,20
571,ESABINDIA,EQ,ESAB INDIA LIMITED,5,20
572,ESAFSFB,EQ,ESAF SMALL FINANCE BANK LIMITED,5,20
573,ESFL,SM,ESSEN SPECIALITY FILMS LIMITED,5,20
574,ESG,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 100 ESG SECTOR LEADERS ETF,5,20
575,ESILVER,EQ,EDELWEISS MUTUAL FUND - EDELWEISS SILVER ETF,5,20
576,ESTER,EQ,ESTER INDUSTRIES LIMITED,5,20
577,ETHOSLTD,EQ,ETHOS LIMITED,5,20
578,EUROBOND,SM,EURO PANEL PRODUCTS LIMITED,5,20
579,EVEREADY,EQ,EVEREADY INDUSTRIES INDIA LIMITED,5,20
580,EVERESTIND,EQ,EVEREST INDUSTRIES LIMITED,5,20
581,EXCELINDUS,EQ,EXCEL INDUSTRIES LIMITED,5,20
582,EXICOM,EQ,EXICOM TELE-SYSTEMS LIMITED,5,20
583,EXPLEOSOL,EQ,EXPLEO SOLUTIONS LIMITED,5,20
584,EXXARO,EQ,EXXARO TILES LIMITED,5,20
585,FACT,EQ,FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,5,20
586,FAIRCHEMOR,EQ,FAIRCHEM ORGANICS LIMITED,5,20
587,FAZE3Q,EQ,FAZE THREE LIMITED,5,20
588,FCL,EQ,FINEOTEX CHEMICAL LIMITED,5,20
589,FDC,EQ,FDC LIMITED,5,20
590,FEDFINA,EQ,FEDBANK FINANCIAL SERVICES LIMITED,5,20
591,FIBERWEB,EQ,FIBERWEB (INDIA) LIMITED,5,20
592,FIDEL,SM,FIDEL SOFTECH LIMITED,5,20
593,FIEMIND,EQ,FIEM INDUSTRIES LIMITED,5,20
594,FILATEX,EQ,FILATEX INDIA LIMITED,5,20
595,FILATFASH,EQ,FILATEX FASHIONS LIMITED,5,20
596,FINCABLES,EQ,FINOLEX CABLES LIMITED,5,20
597,FINEORG,EQ,FINE ORGANIC INDUSTRIES LIMITED,5,20
598,FINIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRU NIFTY FIN SER EX-BANK ETF,5,20
599,FINOPB,EQ,FINO PAYMENTS BANK LIMITED,5,20
600,FINPIPE,EQ,FINOLEX INDUSTRIES LIMITED,5,20
601,FIVESTAR,EQ,FIVE-STAR BUSINESS FINANCE LIMITED,5,20
602,FLUOROCHEM,EQ,GUJARAT FLUOROCHEMICALS LIMITED,5,20
603,FMCGIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY FMCG ETF,5,20
604,FMGOETZE,EQ,FEDERAL-MOGUL GOETZE (INDIA) LIMITED.,5,20
605,FOCE,SM,FOCE INDIA LIMITED,5,20
606,FOCUS,EQ,FOCUS LIGHTING AND FIXTURES LIMITED,5,20
607,FONEBOX,SM,FONEBOX RETAIL LIMITED,5,20
608,FOODSIN,EQ,FOODS & INNS LIMITED,5,20
609,FORCEMOT,EQ,FORCE MOTORS LTD,5,20
610,FORTIS,EQ,FORTIS HEALTHCARE LIMITED,5,20
611,FOSECOIND,EQ,FOSECO INDIA LIMITED,5,20
612,FROG,SM,FROG CELLSAT LIMITED,5,20
613,FSL,EQ,FIRSTSOURCE SOLUTIONS LIMITED,5,20
614,FUSION,EQ,FUSION MICRO FINANCE LIMITED,5,20
615,GABRIEL,EQ,GABRIEL INDIA LIMITED,5,20
616,GAEL,EQ,GUJARAT AMBUJA EXPORTS LIMITED,5,20
617,GALAXYSURF,EQ,GALAXY SURFACTANTS LIMITED,5,20
618,GANDHAR,EQ,GANDHAR OIL REFINERY (INDIA) LIMITED,5,20
619,GANDHITUBE,EQ,GANDHI SPECIAL TUBES LIMITED,5,20
620,GANECOS,EQ,GANESHA ECOSPHERE LIMITED,5,20
621,GANESHBE,EQ,GANESH BENZOPLAST LIMITED,5,20
622,GANGESSECU,EQ,GANGES SECURITIES LIMITED,5,20
623,GARFIBRES,EQ,GARWARE TECHNICAL FIBRES LIMITED,5,20
624,GATEWAY,EQ,GATEWAY DISTRIPARKS LIMITED,5,20
625,GEECEE,EQ,GEECEE VENTURES LIMITED,5,20
626,GEEKAYWIRE,EQ,GEEKAY WIRES LIMITED,5,20
627,GENESYS,EQ,GENESYS INTERNATIONAL CORPORATION LIMITED,5,20
628,GENUSPAPER,EQ,GENUS PAPER & BOARDS LIMITED,5,20
629,GEOJITFSL,EQ,GEOJIT FINANCIAL SERVICES LIMITED,5,20
630,GEPIL,EQ,GE POWER INDIA LIMITED,5,20
631,GESHIP,EQ,THE GREAT EASTERN SHIPPING COMPANY LIMITED,5,20
632,GFLLIMITED,EQ,GFL LIMITED,5,20
633,GHCL,EQ,GHCL LIMITED,5,20
634,GHCLTEXTIL,EQ,GHCL TEXTILES LIMITED,5,20
635,GICHSGFIN,EQ,GIC HOUSING FINANCE LIMITED,5,20
636,GICRE,EQ,GENERAL INSURANCE CORPORATION OF INDIA,5,20
637,GILLETTE,EQ,GILLETTE INDIA LIMITED,5,20
638,GILT5YBEES,EQ,NIPPON INDIA ETF NIFTY 5 YR BENCHMARK GSEC,5,20
639,GIPCL,EQ,GUJARAT INDUSTRIES POWER COMPANY LIMITED,5,20
640,GLAND,EQ,GLAND PHARMA LIMITED,5,20
641,GLAXO,EQ,GLAXOSMITHKLINE PHARMACEUTICALS LIMITED,5,20
642,GLOBALPET,SM,GLOBAL PET INDUSTRIES LIMITED,5,20
643,GLOBUSSPR,EQ,GLOBUS SPIRITS LIMITED,5,20
644,GLOSTERLTD,EQ,GLOSTER LIMITED,5,20
645,GMBREW,EQ,GM BREWERIES LIMITED,5,20
646,GMDCLTD,EQ,GUJARAT MINERAL DEVELOPMENT CORPORATION LIMITED,5,20
647,GMMPFAUDLR,EQ,GMM PFAUDLER LIMITED,5,20
648,GNA,EQ,GNA AXLES LIMITED,5,20
649,GOACARBON,EQ,GOA CARBON LIMITED,5,20
650,GOCLCORP,EQ,GOCL CORPORATION LIMITED,5,20
651,GOCOLORS,EQ,GO FASHION (INDIA) LIMITED,5,20
652,GODFRYPHLP,EQ,GODFREY PHILLIPS INDIA LIMITED,5,20
653,GODREJAGRO,EQ,GODREJ AGROVET LIMITED,5,20
654,GODREJIND,EQ,GODREJ INDUSTRIES LIMITED,5,20
655,GOKEX,EQ,GOKALDAS EXPORTS LIMITED,5,20
656,GOKULAGRO,EQ,GOKUL AGRO RESOURCES LIMITED,5,20
657,GOLD1,EQ,KOTAK MUTUAL FUND - GOLD EXCHANGE TRADED FUND,5,20
658,GOLDBEES,EQ,NIPPON INDIA ETF GOLD BEES,5,20
659,GOLDCASE,EQ,ZERODHA FUND HOUSE - ZERODHA GOLD ETF,5,20
660,GOLDETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET GOLD ETF,5,20
661,GOLDETFADD,EQ,DSP MUTUAL FUND - DSP GOLD ETF,5,20
662,GOLDIAM,EQ,GOLDIAM INTERNATIONAL LIMITED,5,20
663,GOLDIETF,EQ,ICICI PRUDENTIAL GOLD ETF,5,20
664,GOLDSHARE,EQ,UTI MUTUAL FUND - UTI GOLD EXCHANGE TRADED FUND,5,20
665,GOLDSTAR,SM,GOLDSTAR POWER LIMITED,5,20
666,GOODLUCK,EQ,GOODLUCK INDIA LIMITED,5,20
667,GOYALSALT,SM,GOYAL SALT LIMITED,5,20
668,GPIL,EQ,GODAWARI POWER AND ISPAT LIMITED,5,20
669,GPPL,EQ,GUJARAT PIPAVAV PORT LIMITED,5,20
670,GPTHEALTH,EQ,GPT HEALTHCARE LIMITED,5,20
671,GRAPHITE,EQ,GRAPHITE INDIA LIMITED,5,20
672,GRAVITA,EQ,GRAVITA INDIA LIMITED,5,20
673,GREAVESCOT,EQ,GREAVES COTTON LIMITED,5,20
674,GREENCHEF,SM,GREENCHEF APPLIANCES LIMITED,5,20
675,GREENLAM,EQ,GREENLAM INDUSTRIES LIMITED,5,20
676,GREENPANEL,EQ,GREENPANEL INDUSTRIES LIMITED,5,20
677,GREENPLY,EQ,GREENPLY INDUSTRIES LIMITED,5,20
678,GRINDWELL,EQ,GRINDWELL NORTON LIMITED,5,20
679,GRMOVER,EQ,GRM OVERSEAS LIMITED,5,20
680,GROBTEA,EQ,THE GROB TEA COMPANY LIMITED,5,20
681,GRPLTD,EQ,GRP LIMITED,5,20
682,GRSE,EQ,GARDEN REACH SHIPBUILDERS & ENGINEERS LIMITED,5,20
683,GRWRHITECH,EQ,GARWARE HI-TECH FILMS LIMITED,5,20
684,GSEC10IETF,EQ,ICICI PRU MUTUAL FUND-ICICI PRUDENTIAL NIFTY 10 YR BENCHMARK G-SEC ETF,5,20
685,GSEC10YEAR,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 8-13 YR G-SEC ETF,5,20
686,GSEC5IETF,EQ,ICICI PRUDENTIAL NIFTY 5 YR BENCHMARK G-SEC ETF,5,20
687,GSFC,EQ,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,5,20
688,GSPL,EQ,GUJARAT STATE PETRONET LIMITED,5,20
689,GTPL,EQ,GTPL HATHWAY LIMITED,5,20
690,GUFICBIO,EQ,GUFIC BIOSCIENCES LIMITED,5,20
691,GUJALKALI,EQ,GUJARAT ALKALIES AND CHEMICALS LIMITED,5,20
692,GULFOILLUB,EQ,GULF OIL LUBRICANTS INDIA LIMITED,5,20
693,GULFPETRO,EQ,GP PETROLEUMS LIMITED,5,20
694,GULPOLY,EQ,GULSHAN POLYOLS LIMITED,5,20
695,HAPPSTMNDS,EQ,HAPPIEST MINDS TECHNOLOGIES LIMITED,5,20
696,HARDWYN,EQ,HARDWYN INDIA LIMITED,5,20
697,HARIOMPIPE,EQ,HARIOM PIPE INDUSTRIES LIMITED,5,20
698,HARSHA,EQ,HARSHA ENGINEERS INTERNATIONAL LIMITED,5,20
699,HATHWAY,EQ,HATHWAY CABLE & DATACOM LIMITED,5,20
700,HATSUN,EQ,HATSUN AGRO PRODUCT LIMITED,5,20
701,HBLPOWER,EQ,HBL POWER SYSTEMS LIMITED,5,20
702,HCG,EQ,HEALTHCARE GLOBAL ENTERPRISES LIMITED,5,20
703,HDFCBSE500,EQ,HDFC MUTUAL FUND - HDFC S&P BSE 500 ETF,5,20
704,HDFCGOLD,EQ,HDFC MUTUAL FUND-HDFC GOLD EXCHANGE TRADED FUND,5,20
705,HDFCGROWTH,EQ,HDFC MUTUAL FUND - HDFC NIFTY GROWTH SECTORS 15 ETF,5,20
706,HDFCLIQUID,EQ,HDFC MUTUAL FUND - HDFC NIFTY 1D RATE LIQUID ETF,5,20
707,HDFCLOWVOL,EQ,HDFC MUTUAL FUND - HDFC NIFTY100 LOW VOLATILITY 30 ETF,5,20
708,HDFCMID150,EQ,HDFC MUTUAL FUND - HDFC NIFTY MIDCAP 150 ETF,5,20
709,HDFCMOMENT,EQ,HDFC MUTUAL FUND - HDFC NIFTY200 MOMENTUM 30 ETF,5,20
710,HDFCNEXT50,EQ,HDFC MUTUAL FUND - HDFC NIFTY NEXT 50 ETF,5,20
711,HDFCNIF100,EQ,HDFC MUTUAL FUND - HDFC NIFTY 100 ETF,5,20
712,HDFCNIFBAN,EQ,HDFC NIFTY BANK ETF,5,20
713,HDFCNIFIT,EQ,HDFC MUTUAL FUND - HDFC NIFTY IT ETF,5,20
714,HDFCNIFTY,EQ,HDFC NIFTY 50 ETF,5,20
715,HDFCPSUBK,EQ,HDFC MUTUAL FUND -HDFC NIFTY PSU BANK ETF,5,20
716,HDFCPVTBAN,EQ,HDFC MUTUAL FUND - HDFC NIFTY PRIVATE BANK ETF,5,20
717,HDFCQUAL,EQ,HDFC MUTUAL FUND - HDFC NIFTY100 QUALITY 30 ETF,5,20
718,HDFCSENSEX,EQ,HDFC S&P BSE SENSEX ETF,5,20
719,HDFCSILVER,EQ,HDFC MUTUAL FUND - HDFC SILVER ETF,5,20
720,HDFCSML250,EQ,HDFC MUTUAL FUND - HDFC NIFTY SMALLCAP 250 ETF,5,20
721,HDFCVALUE,EQ,HDFC MUTUAL FUND - HDFC NIFTY50 VALUE 20 ETF,5,20
722,HEALTHADD,EQ,DSP MUTUAL FUND - DSP NIFTY HEALTHCARE ETF,5,20
723,HEALTHIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL NIFTY HEALTHCARE ETF,5,20
724,HEALTHY,EQ,ADITYA BIRLA SUN LIFE MF-ADITYA BIRLA SUN LIFE NIFTY HEALTHCARE ETF,5,20
725,HEG,EQ,HEG LIMITED,5,20
