Sr. No,Symbol,Series,Security Name,From,To
148,TGBHOTELS,EQ,TGB BANQUETS AND HOTELS LIMITED,5,10
149,THANGAMAYL,EQ,THANGAMAYIL JEWELLERY LIMITED,5,10
150,THOMASCOOK,EQ,THOMAS COOK  (INDIA)  LIMITED,5,10
151,TIRUPATIFL,EQ,TIRUPATI FORGE LIMITED,5,10
152,TPLPLASTEH,EQ,TPL PLASTECH LIMITED,5,10
153,TRUST,SM,TRUST FINTECH LIMITED,5,10
154,VERA,SM,VERA SYNTHETIC LIMITED,5,10
155,VISHNUINFR,SM,VISHNUSURYA PROJECTS AND INFRA LIMITED,5,10
156,YUDIZ,SM,YUDIZ SOLUTIONS LIMITED,5,10
157,YUKEN,EQ,YUKEN INDIA LIMITED,5,10
158,ZENITHEXPO,EQ,ZENITH EXPORTS LIMITED,5,10
159,SARLAPOLY,EQ,SARLA PERFORMANCE FIBERS LIMITED,5,10
160,SOMICONVEY,EQ,SOMI CONVEYOR BELTINGS LIMITED,5,10
161,NEWGEN,EQ,NEWGEN SOFTWARE TECHNOLOGIES LIMITED,5,20
162,20MICRONS,EQ,20 MICRONS LIMITED,5,20
163,360ONE,EQ,360 ONE WAM LIMITED,5,20
164,3IINFOLTD,EQ,3I INFOTECH LIMITED,5,20
165,3MINDIA,EQ,3M INDIA LIMITED,5,20
166,5PAISA,EQ,5PAISA CAPITAL LIMITED,5,20
167,AARON,EQ,AARON INDUSTRIES LIMITED,5,20
168,AARTIDRUGS,EQ,AARTI DRUGS LIMITED,5,20
169,AARTIPHARM,EQ,AARTI PHARMALABS LIMITED,5,20
170,AARTISURF,EQ,AARTI SURFACTANTS LIMITED,5,20
171,AARVI,EQ,AARVI ENCON LIMITED,5,20
172,AATMAJ,SM,AATMAJ HEALTHCARE LIMITED,5,20
173,AAVAS,EQ,AAVAS FINANCIERS LIMITED,5,20
174,ABNINT,IT,A B N INTERCORP LIMITED,5,20
175,ABSLBANETF,EQ,ADITYA BIRLA SUN LIFE NIFTY BANK ETF,5,20
176,ABSLLIQUID,EQ,ADITYA BIRLA SUN LIFE CRISIL LIQUID OVERNIGHT ETF,5,20
177,ABSLNN50ET,EQ,ADITYA BIRLA SUN LIFE NIFTY NEXT 50 ETF,5,20
178,ACCELYA,EQ,ACCELYA SOLUTIONS INDIA LIMITED,5,20
179,ACCENTMIC,SM,ACCENT MICROCELL LIMITED,5,20
180,ACE,EQ,ACTION CONSTRUCTION EQUIPMENT LIMITED,5,20
181,ACI,EQ,ARCHEAN CHEMICAL INDUSTRIES LIMITED,5,20
182,ACLGATI,EQ,ALLCARGO GATI LIMITED,5,20
183,ACSAL,SM,ARVIND AND COMPANY SHIPPING AGENCIES LIMITED,5,20
184,ADANIENSOL,EQ,ADANI ENERGY SOLUTIONS LIMITED,5,20
185,ADANIGREEN,EQ,ADANI GREEN ENERGY LIMITED,5,20
186,ADANIPOWER,EQ,ADANI POWER LIMITED,5,20
187,ADFFOODS,EQ,ADF FOODS LIMITED,5,20
188,ADORWELD,EQ,ADOR WELDING LIMITED,5,20
189,ADSL,EQ,ALLIED DIGITAL SERVICES LIMITED,5,20
190,ADVANIHOTR,EQ,ADVANI HOTELS & RESORTS (INDIA) LIMITED,5,20
191,ADVENZYMES,EQ,ADVANCED ENZYME TECHNOLOGIES LIMITED,5,20
192,AEGISCHEM,EQ,AEGIS LOGISTICS LIMITED,5,20
193,AEROFLEX,EQ,AEROFLEX INDUSTRIES LIMITED,5,20
194,AFFLE,EQ,AFFLE (INDIA) LIMITED,5,20
195,AGARIND,EQ,AGARWAL INDUSTRIAL CORPORATION LIMITED,5,20
196,AGI,EQ,AGI GREENPAC LIMITED,5,20
197,AGRITECH,EQ,AGRI-TECH (INDIA) LIMITED,5,20
198,AGROPHOS,EQ,AGRO PHOS INDIA LIMITED,5,20
199,AHLADA,EQ,AHLADA ENGINEERS LIMITED,5,20
200,AHLEAST,EQ,ASIAN HOTELS (EAST) LIMITED,5,20
201,AHLUCONT,EQ,AHLUWALIA CONTRACTS (INDIA) LIMITED,5,20
202,AIAENG,EQ,AIA ENGINEERING LIMITED,5,20
203,AIIL,EQ,AUTHUM INVESTMENT & INFRASTRUCTURE LIMITED,5,20
204,AIROLAM,EQ,AIRO LAM LIMITED,5,20
205,AJANTPHARM,EQ,AJANTA PHARMA LIMITED,5,20
206,AJMERA,EQ,AJMERA REALTY & INFRA INDIA LIMITED,5,20
207,AKASH,EQ,AKASH INFRA PROJECTS LIMITED,5,20
208,AKG,EQ,AKG EXIM LIMITED,5,20
209,AKZOINDIA,EQ,AKZO NOBEL INDIA LIMITED,5,20
210,ALEMBICLTD,EQ,ALEMBIC LIMITED,5,20
211,ALICON,EQ,ALICON CASTALLOY LIMITED,5,20
212,ALKYLAMINE,EQ,ALKYL AMINES CHEMICALS LIMITED,5,20
213,ALLCARGO,EQ,ALLCARGO LOGISTICS LIMITED,5,20
214,ALLETEC,SM,ALL E TECHNOLOGIES LIMITED,5,20
215,ALLSEC,EQ,ALLSEC TECHNOLOGIES LIMITED,5,20
216,ALPA,EQ,ALPA LABORATORIES LIMITED,5,20
217,ALPHA,EQ,KOTAK MAHINDRA MUTUAL FUND - KOTAK NIFTY ALPHA 50 ETF,5,20
218,ALPHAETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY 200 ALPHA 30 ETF,5,20
219,ALPHAGEO,EQ,ALPHAGEO (INDIA) LIMITED,5,20
220,ALPL30IETF,EQ,ICICI PRUDENTIAL NIFTY ALPHA LOW VOLATILITY 30 ETF,5,20
221,ALUWIND,SM,ALUWIND ARCHITECTURAL LIMITED,5,20
222,AMBER,EQ,AMBER ENTERPRISES INDIA LIMITED,5,20
223,AMBICAAGAR,EQ,AMBICA AGARBATHIES & AROMA INDUSTRIES LIMITED,5,20
224,AMBIKCO,EQ,AMBIKA COTTON MILLS LIMITED,5,20
225,AMEYA,SM,AMEYA PRECISION ENGINEERS LIMITED,5,20
226,AMIABLE,SM,AMIABLE LOGISTICS (INDIA) LIMITED,5,20
227,AMIORG,EQ,AMI ORGANICS LIMITED,5,20
228,AMJLAND,EQ,AMJ LAND HOLDINGS LIMITED,5,20
229,AMNPLST,EQ,AMINES & PLASTICIZERS LIMITED,5,20
230,AMRUTANJAN,EQ,AMRUTANJAN HEALTH CARE LIMITED,5,20
231,ANANDRATHI,EQ,ANAND RATHI WEALTH LIMITED,5,20
232,ANANTRAJ,EQ,ANANT RAJ LIMITED,5,20
233,ANDHRAPAP,EQ,ANDHRA PAPER LIMITED,5,20
234,ANDHRSUGAR,EQ,THE ANDHRA SUGARS LIMITED,5,20
235,ANGELONE,EQ,ANGEL ONE LIMITED,5,20
236,ANMOL,EQ,ANMOL INDIA LIMITED,5,20
237,ANNAPURNA,SM,ANNAPURNA SWADISHT LIMITED,5,20
238,ANUP,EQ,THE ANUP ENGINEERING LIMITED,5,20
239,ANURAS,EQ,ANUPAM RASAYAN INDIA LIMITED,5,20
240,ANURAS,W1,ANUPAM RASAYAN INDIA LIMITED,5,20
241,ANZEN,IV,ANZEN INDIA ENERGY YIELD PLUS TRUST,5,20
242,APARINDS,EQ,APAR INDUSTRIES LIMITED,5,20
243,APCL,EQ,ANJANI PORTLAND CEMENT LIMITED,5,20
244,APCOTEXIND,EQ,APCOTEX INDUSTRIES LIMITED,5,20
245,APEX,EQ,APEX FROZEN FOODS LIMITED,5,20
246,APLAPOLLO,EQ,APL APOLLO TUBES LIMITED,5,20
247,APLLTD,EQ,ALEMBIC PHARMACEUTICALS LIMITED,5,20
248,APOLLOPIPE,EQ,APOLLO PIPES LIMITED,5,20
249,APOLSINHOT,EQ,APOLLO SINDOORI HOTELS LIMITED,5,20
250,APTECHT,EQ,APTECH LIMITED,5,20
251,APTUS,EQ,APTUS VALUE HOUSING FINANCE INDIA LIMITED,5,20
252,ARABIAN,SM,ARABIAN PETROLEUM LIMITED,5,20
253,ARE&M,EQ,AMARA RAJA ENERGY & MOBILITY LIMITED,5,20
254,ARIES,EQ,ARIES AGRO LIMITED,5,20
255,ARIHANTACA,SM,ARIHANT ACADEMY LIMITED,5,20
256,ARIHANTCAP,EQ,ARIHANT CAPITAL MARKETS LIMITED,5,20
257,ARIHANTSUP,EQ,ARIHANT SUPERSTRUCTURES LIMITED,5,20
258,ARISTO,SM,ARISTO BIO-TECH AND LIFESCIENCE LIMITED,5,20
259,ARMANFIN,EQ,ARMAN FINANCIAL SERVICES LIMITED,5,20
260,AROGRANITE,EQ,ARO GRANITE INDUSTRIES LIMITED,5,20
261,ARROWGREEN,EQ,ARROW GREENTECH LIMITED,5,20
262,ARTEMISMED,EQ,ARTEMIS MEDICARE SERVICES LIMITED,5,20
263,ARVIND,EQ,ARVIND LIMITED,5,20
264,ARVINDFASN,EQ,ARVIND FASHIONS LIMITED,5,20
265,ARVSMART,EQ,ARVIND SMARTSPACES LIMITED,5,20
266,ASAHIINDIA,EQ,ASAHI INDIA GLASS LIMITED,5,20
267,ASAHISONG,EQ,ASAHI SONGWON COLORS LIMITED,5,20
268,ASAL,EQ,AUTOMOTIVE STAMPINGS AND ASSEMBLIES LIMITED,5,20
269,ASALCBR,EQ,ASSOCIATED ALCOHOLS & BREWERIES LTD.,5,20
270,ASHAPURMIN,EQ,ASHAPURA MINECHEM LIMITED,5,20
271,ASHIANA,EQ,ASHIANA HOUSING LIMITED,5,20
272,ASHIMASYN,EQ,ASHIMA LIMITED,5,20
273,ASHOKA,EQ,ASHOKA BUILDCON LIMITED,5,20
274,ASIANTILES,EQ,ASIAN GRANITO INDIA LIMITED,5,20
275,ASPINWALL,EQ,ASPINWALL AND COMPANY LIMITED,5,20
276,ASPIRE,SM,ASPIRE & INNOVATIVE ADVERTISING LIMITED,5,20
277,ASTEC,EQ,ASTEC LIFESCIENCES LIMITED,5,20
278,ASTERDM,EQ,ASTER DM HEALTHCARE LIMITED,5,20
279,ASTRAMICRO,EQ,ASTRA MICROWAVE PRODUCTS LIMITED,5,20
280,ASTRAZEN,EQ,ASTRAZENECA PHARMA INDIA LIMITED,5,20
281,ATFL,EQ,AGRO TECH FOODS LIMITED,5,20
282,ATGL,EQ,ADANI TOTAL GAS LIMITED,5,20
283,ATL,EQ,ALLCARGO TERMINALS LIMITED,5,20
284,ATULAUTO,EQ,ATUL AUTO LIMITED,5,20
285,AURDIS,SM,AURANGABAD DISTILLERY LIMITED,5,20
286,AUSOMENT,EQ,AUSOM ENTERPRISE LIMITED,5,20
287,AUTOAXLES,EQ,AUTOMOTIVE AXLES LIMITED,5,20
288,AUTOBEES,EQ,NIPPON INDIA MUTUAL FUND - NIPPON INDIA NIFTY AUTO ETF,5,20
289,AUTOIETF,EQ,ICICI PRUDENTIAL MUTUAL FUND - ICICI PRUDENTIAL  NIFTY AUTO ETF,5,20
290,AUTOIND,EQ,AUTOLINE INDUSTRIES LIMITED,5,20
291,AVADHSUGAR,EQ,AVADH SUGAR & ENERGY LIMITED,5,20
292,AVALON,EQ,AVALON TECHNOLOGIES LIMITED,5,20
293,AVANTIFEED,EQ,AVANTI FEEDS LIMITED,5,20
294,AVG,EQ,AVG LOGISTICS LIMITED,5,20
295,AVONMORE,EQ,AVONMORE CAPITAL & MANAGEMENT SERVICES  LIMITED,5,20
296,AVPINFRA,SM,AVP INFRACON LIMITED,5,20
297,AVROIND,EQ,AVRO INDIA LIMITED,5,20
298,AVTNPL,EQ,AVT NATURAL PRODUCTS LIMITED,5,20
299,AWHCL,EQ,ANTONY WASTE HANDLING CELL LIMITED,5,20
300,AXISBNKETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY BANK ETF,5,20
301,AXISBPSETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY AAA BOND PLUS SDL APR 2026 50-50 ETF,5,20
302,AXISCADES,EQ,AXISCADES TECHNOLOGIES LIMITED,5,20
303,AXISCETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY INDIA CONSUMPTION ETF,5,20
304,AXISGOLD,EQ,AXIS MUTUAL FUND - AXIS GOLD ETF,5,20
305,AXISHCETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY HEALTHCARE ETF,5,20
306,AXISILVER,EQ,AXIS MUTUAL FUND - AXIS SILVER ETF,5,20
307,AXISNIFTY,EQ,AXIS MUTUAL FUND - AXIS NIFTY 50 ETF,5,20
308,AXISTECETF,EQ,AXIS MUTUAL FUND - AXIS NIFTY IT ETF,5,20
309,AXITA,EQ,AXITA COTTON LIMITED,5,20
310,AXSENSEX,EQ,AXIS MUTUAL FUND - AXIS S&P BSE SENSEX ETF,5,20
311,AYMSYNTEX,EQ,AYM SYNTEX LIMITED,5,20
312,BABAFP,SM,BABA FOOD PROCESSING (INDIA) LIMITED,5,20
313,BAIDFIN,EQ,BAID FINSERV LIMITED,5,20
314,BAJAJCON,EQ,BAJAJ CONSUMER CARE LIMITED,5,20
315,BAJAJELEC,EQ,BAJAJ ELECTRICALS LIMITED,5,20
316,BAJAJHCARE,EQ,BAJAJ HEALTHCARE LIMITED,5,20
317,BAJAJHIND,EQ,BAJAJ HINDUSTHAN SUGAR LIMITED,5,20
318,BAJAJHLDNG,EQ,BAJAJ HOLDINGS & INVESTMENT LIMITED,5,20
319,BALAMINES,EQ,BALAJI AMINES LIMITED,5,20
320,BALAXI,EQ,BALAXI PHARMACEUTICALS LIMITED,5,20
321,BALKRISHNA,EQ,BALKRISHNA PAPER MILLS LIMITED,5,20
322,BALMLAWRIE,EQ,BALMER LAWRIE & COMPANY LIMITED,5,20
323,BALPHARMA,EQ,BAL PHARMA LIMITED,5,20
324,BALUFORGE,EQ,BALU FORGE INDUSTRIES LIMITED,5,20
325,BANARBEADS,EQ,BANARAS BEADS LIMITED,5,20
326,BANARISUG,EQ,BANNARI AMMAN SUGARS LIMITED,5,20
327,BANCOINDIA,EQ,BANCO PRODUCTS (I) LIMITED,5,20
328,BANKBEES,EQ,NIPPON INDIA ETF NIFTY BANK BEES,5,20
329,BANKBETF,EQ,BAJAJ FINSERV MUTUAL FUND - BAJAJ FINSERV NIFTY BANK ETF,5,20
330,BANKETF,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY BANK ETF,5,20
331,BANKETFADD,EQ,DSP  MUTUAL FUND - DSP NIFTY BANK ETF,5,20
332,BANKIETF,EQ,ICICI PRUDENTIAL NIFTY BANK ETF - NIFTY BANK INDEX,5,20
333,BANKINDIA,EQ,BANK OF INDIA,5,20
334,BANKNIFTY1,EQ,KOTAK NIFTY BANK ETF,5,20
335,BANSWRAS,EQ,BANSWARA SYNTEX LIMITED,5,20
336,BARBEQUE,EQ,BARBEQUE NATION HOSPITALITY LIMITED,5,20
337,BASF,EQ,BASF INDIA LIMITED,5,20
338,BASILIC,SM,BASILIC FLY STUDIO LIMITED,5,20
339,BASML,EQ,BANNARI AMMAN SPINNING MILLS LIMITED,5,20
340,BAWEJA,SM,BAWEJA STUDIOS LIMITED,5,20
341,BAYERCROP,EQ,BAYER CROPSCIENCE LIMITED,5,20
342,BBETF0432,EQ,EDELWEISS MUTUAL FUND - BHARAT BOND ETF - APRIL 2032 - GROWTH,5,20
343,BBL,EQ,BHARAT BIJLEE LIMITED,5,20
344,BBNPPGOLD,EQ,BARODA BNP PARIBAS MUTUAL FUND - BARODA BNP PARIBAS GOLD ETF,5,20
345,BBTC,EQ,BOMBAY BURMAH TRADING CORPORATION LIMITED,5,20
346,BBTCL,EQ,B&B TRIPLEWALL CONTAINERS LIMITED,5,20
347,BCLIND,EQ,BCL INDUSTRIES LIMITED,5,20
348,BDL,EQ,BHARAT DYNAMICS LIMITED,5,20
349,BECTORFOOD,EQ,MRS. BECTORS FOOD SPECIALITIES LIMITED,5,20
350,BEML,EQ,BEML LIMITED,5,20
351,BEPL,EQ,BHANSALI ENGINEERING POLYMERS LIMITED,5,20
352,BETA,SM,BETA DRUGS LIMITED,5,20
353,BEWLTD,SM,BEW ENGINEERING LIMITED,5,20
354,BFINVEST,EQ,BF INVESTMENT LIMITED,5,20
355,BFSI,EQ,MIRAE ASSET MUTUAL FUND - MIRAE ASSET NIFTY FINANCIAL SERVICES ETF,5,20
356,BFUTILITIE,EQ,BF UTILITIES LIMITED,5,20
357,BHAGCHEM,EQ,BHAGIRADHA CHEMICALS & INDUSTRIES LIMITED,5,20
358,BHAGERIA,EQ,BHAGERIA INDUSTRIES LIMITED,5,20
359,BHALCHANDR,IT,BHALCHANDRAM CLOTHING LIMITED,5,20
360,BHARATGEAR,EQ,BHARAT GEARS LIMITED,5,20
361,BHARATRAS,EQ,BHARAT RASAYAN LIMITED,5,20
362,BHARTIHEXA,EQ,BHARTI HEXACOM LIMITED,5,20
363,BHINVIT,IV,BHARAT HIGHWAYS INVIT,5,20
364,BIGBLOC,EQ,BIGBLOC CONSTRUCTION LIMITED,5,20
365,BIOFILCHEM,EQ,BIOFIL CHEMICALS & PHARMACEUTICALS LIMITED,5,20
366,BIRDYS,SM,GRILL SPLENDOUR SERVICES LIMITED,5,20
