Sr. No,Symbol,Series,Security Name,From,To
45,KESORAMIND,EQ,KESORAM INDUSTRIES LIMITED,10,20
46,KHANDSE,EQ,KHANDWALA SECURITIES LIMITED,10,20
47,KIRLPNU,EQ,KIRLOSKAR PNEUMATIC COMPANY LIMITED,10,20
48,KMSUGAR,EQ,K.M.SUGAR MILLS LIMITED,10,20
49,KOTYARK,SM,KOTYARK INDUSTRIES LIMITED,10,20
50,KREBSBIO,EQ,KREBS BIOCHEMICALS AND INDUSTRIES LIMITED,10,20
51,LGBFORGE,EQ,LGB FORGE LIMITED,10,20
52,LPDC,EQ,LANDMARK PROPERTY DEVELOPMENT COMPANY LIMITED,10,20
53,MADHUSUDAN,SM,MADHUSUDAN MASALA LIMITED,10,20
54,MANKIND,EQ,MANKIND PHARMA LIMITED,10,20
55,MBLINFRA,EQ,MBL INFRASTRUCTURE LIMITED,10,20
56,MITCON,EQ,MITCON CONSULTANCY & ENGINEERING SERVICES LIMITED,10,20
57,MMTC,EQ,MMTC LIMITED,10,20
58,MOHITIND,EQ,MOHIT INDUSTRIES LIMITED,10,20
59,MTNL,EQ,MAHANAGAR TELEPHONE NIGAM LIMITED,10,20
60,MVGJL,EQ,MANOJ VAIBHAV GEMS N JEWELLERS LIMITED,10,20
61,NBCC,EQ,NBCC (INDIA) LIMITED,10,20
62,NDGL,EQ,NAGA DHUNSERI GROUP LIMITED,10,20
63,NIBL,EQ,NRB INDUSTRIAL BEARINGS LIMITED,10,20
64,NINSYS,EQ,NINTEC SYSTEMS LIMITED,10,20
65,NIRMAN,SM,NIRMAN AGRI GENETICS LIMITED,10,20
66,NRL,EQ,NUPUR RECYCLERS LIMITED,10,20
67,ORTINLAB,EQ,ORTIN LABORATORIES LIMITED,10,20
68,PANACHE,EQ,PANACHE DIGILIFE LIMITED,10,20
69,PKTEA,EQ,THE PERIA KARAMALAI TEA & PRODUCE COMPANY LIMITED,10,20
70,PLAZACABLE,EQ,PLAZA WIRES LIMITED,10,20
71,POCL,EQ,PONDY OXIDES & CHEMICALS LIMITED,10,20
72,PPL,EQ,PRAKASH PIPES LIMITED,10,20
73,PREMEXPLN,EQ,PREMIER EXPLOSIVES LIMITED,10,20
74,PRESSTONIC,SM,PRESSTONIC ENGINEERING LIMITED,10,20
75,PRITI,EQ,PRITI INTERNATIONAL LIMITED,10,20
76,QMSMEDI,SM,QMS MEDICAL ALLIED SERVICES LIMITED,10,20
77,RAMKY,EQ,RAMKY INFRASTRUCTURE LIMITED,10,20
78,RELINFRA,EQ,RELIANCE INFRASTRUCTURE LIMITED,10,20
79,RILINFRA,SM,RACHANA INFRASTRUCTURE LIMITED,10,20
80,SARLAPOLY,EQ,SARLA PERFORMANCE FIBERS LIMITED,10,20
81,SBC,EQ,SBC EXPORTS LIMITED,10,20
82,SCILAL,EQ,SHIPPING CORPORATION OF INDIA LAND AND ASSETS LIMITED,10,20
83,SCML,SM,SHARP CHUCKS AND MACHINES LIMITED,10,20
84,SEPC,EQ,SEPC LIMITED,10,20
85,SGL,EQ,STL GLOBAL LIMITED,10,20
86,SHIGAN,SM,SHIGAN QUANTUM TECHNOLOGIES LIMITED,10,5
87,SHIVAMAUTO,EQ,SHIVAM AUTOTECH LIMITED,10,20
88,SIL,EQ,STANDARD INDUSTRIES LIMITED,10,20
89,SMLISUZU,EQ,SML ISUZU LIMITED,10,20
90,SOMICONVEY,EQ,SOMI CONVEYOR BELTINGS LIMITED,10,20
91,SONUINFRA,SM,SONU INFRATECH LIMITED,10,5
92,SOUTHWEST,EQ,SOUTH WEST PINNACLE EXPLORATION LIMITED,10,20
93,STEELXIND,EQ,STEEL EXCHANGE INDIA LIMITED,10,20
94,SUPREMEPWR,SM,SUPREME POWER EQUIPMENT LIMITED,10,20
95,TECHNOE,BE,TECHNO ELECTRIC & ENGINEERING COMPANY LIMITED,10,5
96,TEJASNET,EQ,TEJAS NETWORKS LIMITED,10,20
97,TGBHOTELS,EQ,TGB BANQUETS AND HOTELS LIMITED,10,20
98,THANGAMAYL,EQ,THANGAMAYIL JEWELLERY LIMITED,10,20
99,TIRUPATIFL,EQ,TIRUPATI FORGE LIMITED,10,20
100,ZENITHEXPO,EQ,ZENITH EXPORTS LIMITED,10,20
101,ANMOL,BE,ANMOL INDIA LIMITED,20,5
102,DELPHIFX,BE,DELPHI WORLD MONEY LIMITED,20,5
103,3PLAND,EQ,3P LAND HOLDINGS LIMITED,5,10
104,AAKASH,EQ,AAKASH EXPLORATION SERVICES LIMITED,5,10
105,AARVEEDEN,EQ,AARVEE DENIMS & EXPORTS LIMITED,5,10
106,ABINFRA,SM,A B INFRABUILD LIMITED,5,10
107,ABMINTLLTD,EQ,ABM INTERNATIONAL LIMITED,5,10
108,ACCURACY,EQ,ACCURACY SHIPPING LIMITED,5,10
109,AGSTRA,EQ,AGS TRANSACT TECHNOLOGIES LIMITED,5,10
110,AIRAN,EQ,AIRAN LIMITED,5,10
111,AKSHARCHEM,EQ,AKSHARCHEM INDIA LIMITED,5,10
112,ALANKIT,EQ,ALANKIT LIMITED,5,20
113,ALOKINDS,EQ,ALOK INDUSTRIES LIMITED,5,10
114,ANTGRAPHIC,EQ,ANTARCTICA LIMITED,5,10
115,APS,SM,AUSTRALIAN PREMIUM SOLAR (INDIA) LIMITED,5,10
116,ARENTERP,EQ,RAJDARSHAN INDUSTRIES LIMITED,5,10
117,ARTNIRMAN,EQ,ART NIRMAN LIMITED,5,10
118,AURUM,EQ,AURUM PROPTECH LIMITED,5,10
119,AURUMPP1,E1,AURUM PROPTECH LIMITED,5,10
120,BAJEL,EQ,BAJEL PROJECTS LIMITED,5,10
121,BALAJITELE,EQ,BALAJI TELEFILMS LIMITED,5,10
122,BANG,EQ,BANG OVERSEAS LIMITED,5,10
123,BBOX,EQ,BLACK BOX LIMITED,5,20
124,BIRLAMONEY,EQ,ADITYA BIRLA MONEY LIMITED,5,20
125,BRIGHT,SM,BRIGHT SOLAR LIMITED,5,10
126,BVCL,EQ,BARAK VALLEY CEMENTS LIMITED,5,10
127,CAREERP,EQ,CAREER POINT LIMITED,5,20
128,CELLECOR,SM,CELLECOR GADGETS LIMITED,5,10
129,CENTEXT,EQ,CENTURY EXTRUSIONS LIMITED,5,10
130,CMNL,SM,CHAMAN METALLICS LIMITED,5,10
131,COUNCODOS,EQ,COUNTRY CONDO'S LIMITED,5,10
132,CRAYONS,SM,CRAYONS ADVERTISING LIMITED,5,10
133,DNAMEDIA,EQ,DILIGENT MEDIA CORPORATION LIMITED,5,10
134,DPSCLTD,EQ,DPSC LIMITED,5,10
135,DREDGECORP,EQ,DREDGING CORPORATION OF INDIA LIMITED,5,10
136,DRL,SM,DHANUKA REALTY LIMITED,5,10
137,DUGLOBAL,SM,DUDIGITAL GLOBAL LIMITED,5,10
138,DVL,EQ,DHUNSERI VENTURES LIMITED,5,20
139,FCSSOFT,EQ,FCS SOFTWARE SOLUTIONS LIMITED,5,10
140,FELIX,SM,FELIX INDUSTRIES LIMITED,5,10
141,GANESHHOUC,EQ,GANESH HOUSING CORPORATION LIMITED,5,20
142,GILLANDERS,EQ,GILLANDERS ARBUTHNOT & COMPANY LIMITED,5,10
143,GIRRESORTS,IT,GIR NATUREVIEW RESORTS LIMITED,5,10
144,GLOBE,EQ,GLOBE TEXTILES (INDIA) LIMITED,5,10
145,GSTL,SM,GLOBESECURE TECHNOLOGIES LIMITED,5,10
146,GTLINFRA,EQ,GTL INFRASTRUCTURE LIMITED,5,10
147,GUJAPOLLO,EQ,GUJARAT APOLLO INDUSTRIES LIMITED,5,10
148,GUJRAFFIA,EQ,GUJARAT RAFFIA INDUSTRIES LIMITED,5,10
149,HBSL,EQ,HB STOCKHOLDINGS LIMITED,5,10
150,HECPROJECT,EQ,HEC INFRA PROJECTS LIMITED,5,10
151,HILTON,EQ,HILTON METAL FORGING LIMITED,5,10
152,HOACFOODS,SM,HOAC FOODS INDIA LIMITED,5,20
153,HPIL,EQ,HINDPRAKASH INDUSTRIES LIMITED,5,10
154,INCREDIBLE,EQ,INCREDIBLE INDUSTRIES LIMITED,5,10
155,INDOWIND,EQ,INDOWIND ENERGY LIMITED,5,10
156,INNOVATIVE,SM,INNOVATIVE TYRES AND TUBES LIMITED,5,10
157,INOXGREEN,EQ,INOX GREEN ENERGY SERVICES LIMITED,5,10
158,JALAN,SM,JALAN TRANSOLUTIONS (INDIA) LIMITED,5,10
159,JAYNECOIND,EQ,JAYASWAL NECO INDUSTRIES LIMITED,5,20
160,JYOTICNC,EQ,JYOTI CNC AUTOMATION LIMITED,5,10
161,KAMDHENU,EQ,KAMDHENU LIMITED,5,20
162,KANANIIND,EQ,KANANI INDUSTRIES LIMITED,5,10
163,KAPSTON,EQ,KAPSTON SERVICES LIMITED,5,10
164,KARNIKA,SM,KARNIKA INDUSTRIES LIMITED,5,10
165,KAUSHALYA,EQ,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LIMITED,5,10
166,KBCGLOBAL,EQ,KBC GLOBAL LIMITED,5,10
167,KDL,SM,KORE DIGITAL LIMITED,5,10
168,KHAITANLTD,EQ,KHAITAN (INDIA) LIMITED,5,10
169,KILITCH,EQ,KILITCH DRUGS (INDIA) LIMITED,5,10
170,KSHITIJPOL,EQ,KSHITIJ POLYLINE LIMITED,5,10
171,LAL,EQ,LORENZINI APPARELS LIMITED,5,10
172,LANCORHOL,EQ,LANCOR HOLDINGS LIMITED,5,10
173,LASA,EQ,LASA SUPERGENERICS LIMITED,5,10
174,LIBERTSHOE,EQ,LIBERTY SHOES LIMITED,5,10
175,MANUGRAPH,EQ,MANUGRAPH INDIA LIMITED,5,10
176,MARINE,EQ,MARINE ELECTRICALS (INDIA) LIMITED,5,10
177,MCLEODRUSS,EQ,MCLEOD RUSSEL INDIA LIMITED,5,10
178,MDL,SM,MARVEL DECOR LIMITED,5,10
179,MIRZAINT,EQ,MIRZA INTERNATIONAL LIMITED,5,10
180,MOTISONS,EQ,MOTISONS JEWELLERS LIMITED,5,10
181,MOTOGENFIN,EQ,THE MOTOR & GENERAL FINANCE LIMITED,5,10
182,MUFIN,EQ,MUFIN GREEN FINANCE LIMITED,5,10
183,MUKTAARTS,EQ,MUKTA ARTS LIMITED,5,10
184,MUNJALAU,EQ,MUNJAL AUTO INDUSTRIES LIMITED,5,20
185,NAGAFERT,EQ,NAGARJUNA FERTILIZERS AND CHEMICALS LIMITED,5,10
186,NAGREEKEXP,EQ,NAGREEKA EXPORTS LIMITED,5,10
187,NETWEB,EQ,NETWEB TECHNOLOGIES INDIA LIMITED,5,10
188,NETWORK18,EQ,NETWORK18 MEDIA & INVESTMENTS LIMITED,5,10
189,NIRAJ,EQ,NIRAJ CEMENT STRUCTURALS LIMITED,5,10
190,NOIDATOLL,EQ,NOIDA TOLL BRIDGE COMPANY LIMITED,5,10
191,NPST,SM,NETWORK PEOPLE SERVICES TECHNOLOGIES LIMITED,5,10
192,ONDOOR,SM,ON DOOR CONCEPTS LIMITED,5,10
193,ONEPOINT,EQ,ONE POINT ONE SOLUTIONS LIMITED,5,10
194,ORIANA,SM,ORIANA POWER LIMITED,5,10
195,ORIENTCER,EQ,ORIENT CERATECH LIMITED,5,20
196,ORIENTLTD,EQ,ORIENT PRESS LIMITED,5,10
197,OSWALAGRO,EQ,OSWAL AGRO MILLS LIMITED,5,10
198,PAISALO,EQ,PAISALO DIGITAL LIMITED,5,10
199,PANSARI,EQ,PANSARI DEVELOPERS LIMITED,5,10
200,PARSVNATH,EQ,PARSVNATH DEVELOPERS LIMITED,5,10
201,PAVNAIND,EQ,PAVNA INDUSTRIES LIMITED,5,10
202,PAYTM,EQ,ONE 97 COMMUNICATIONS LIMITED,5,10
203,PCJEWELLER,EQ,PC JEWELLER LIMITED,5,10
204,PIONEEREMB,EQ,PIONEER EMBROIDERIES LIMITED,5,10
205,RANEENGINE,EQ,RANE ENGINE VALVE LIMITED,5,10
206,RBMINFRA,SM,RBM INFRACON LIMITED,5,10
207,REFEX,EQ,REFEX INDUSTRIES LIMITED,5,20
208,RKEC,EQ,RKEC PROJECTS LIMITED,5,10
209,RMDRIP,SM,R M DRIP AND SPRINKLERS SYSTEMS LIMITED,5,10
210,ROCKINGDCE,SM,ROCKINGDEALS CIRCULAR ECONOMY LIMITED,5,10
211,RPOWER,EQ,RELIANCE POWER LIMITED,5,10
212,RUCHINFRA,EQ,RUCHI INFRASTRUCTURE LIMITED,5,10
213,RULKA,SM,RULKA ELECTRICALS LIMITED,5,20
214,RVHL,EQ,RAVINDER HEIGHTS LIMITED,5,10
215,SAGARDEEP,EQ,SAGARDEEP ALLOYS LIMITED,5,10
216,SALZERELEC,EQ,SALZER ELECTRONICS LIMITED,5,20
217,SANDUMA,EQ,SANDUR MANGANESE & IRON ORES LIMITED,5,10
218,SEAMECLTD,EQ,SEAMEC LIMITED,5,20
219,SEL,SM,SUNGARNER ENERGIES LIMITED,5,10
220,SELMC,EQ,SEL MANUFACTURING COMPANY LIMITED,5,10
221,SERVOTECH,EQ,SERVOTECH POWER SYSTEMS LIMITED,5,10
222,SHAHALLOYS,EQ,SHAH ALLOYS LIMITED,5,10
223,SHIVATEX,EQ,SHIVA TEXYARN LIMITED,5,10
224,SHRENIK,EQ,SHRENIK LIMITED,5,10
225,SMLT,EQ,SARTHAK METALS LIMITED,5,10
226,SPARC,EQ,SUN PHARMA ADVANCED RESEARCH COMPANY LIMITED,5,10
227,SPECTRUM,SM,SPECTRUM ELECTRICAL INDUSTRIES LIMITED,5,10
228,SURANAT&P,EQ,SURANA TELECOM AND POWER LIMITED,5,10
229,SURANI,SM,SURANI STEEL TUBES LIMITED,5,10
230,SUVEN,EQ,SUVEN LIFE SCIENCES LIMITED,5,10
231,SUVIDHAA,EQ,SUVIDHAA INFOSERVE LIMITED,5,10
232,SVLL,EQ,SHREE VASU LOGISTICS LIMITED,5,10
233,SVPGLOB,EQ,SVP GLOBAL TEXTILES LIMITED,5,10
234,SWARAJ,SM,SWARAJ SUITING LIMITED,5,10
235,SWELECTES,EQ,SWELECT ENERGY SYSTEMS LIMITED,5,10
236,SYNCOMF,EQ,SYNCOM FORMULATIONS (INDIA) LIMITED,5,10
237,TAKE,EQ,TAKE SOLUTIONS LIMITED,5,10
238,TECILCHEM,EQ,TECIL CHEMICALS AND HYDRO POWER LIMITED,5,10
239,TFCILTD,EQ,TOURISM FINANCE CORPORATION OF INDIA LIMITED,5,20
240,THEINVEST,EQ,THE INVESTMENT TRUST OF INDIA LIMITED,5,10
241,TIPSFILMS,EQ,TIPS FILMS LIMITED,5,10
242,TOUCHWOOD,EQ,TOUCHWOOD ENTERTAINMENT LIMITED,5,10
243,TREEHOUSE,EQ,TREE HOUSE EDUCATION & ACCESSORIES LIMITED,5,10
244,TV18BRDCST,EQ,TV18 BROADCAST LIMITED,5,10
245,UMESLTD,EQ,USHA MARTIN EDUCATION & SOLUTIONS LIMITED,5,10
246,VASA,SM,VASA RETAIL AND OVERSEAS LTD,5,10
247,VIKASLIFE,EQ,VIKAS LIFECARE LIMITED,5,10
248,VINNY,EQ,VINNY OVERSEAS LIMITED,5,10
249,VISAKAIND,EQ,VISAKA INDUSTRIES LIMITED,5,10
250,WIPL,EQ,THE WESTERN INDIA PLYWOODS LIMITED,5,10
251,WOMANCART,SM,WOMANCART LIMITED,5,10
252,ZENITHSTL,EQ,ZENITH STEEL PIPES & INDUSTRIES LIMITED,5,10
253,ZENTEC,EQ,ZEN TECHNOLOGIES LIMITED,5,10
