ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF204K01OO0,RELMMGRWDP,DP,OMF,9,1010.47
INF044D01864,TMFEFGPG,GR,OMF,9,137.31
INF044D01831,TMFEFDPD,DP,OMF,9,92.82
INF044D01CJ0,EFG1GTMF,GR,OMF,9,152.8
INF044D01CK8,EFD1DTMF,DP,OMF,9,102.57
INF209K01603,BSL303G,GR,OMF,9,35.6
INF209K01637,B303WD,DP,OMF,9,12.57
INF209K01595,BSL303FD,DP,OMF,9,12.93
INF209K01611,BSL303MD,DP,OMF,9,15.37
INF209K01XA9,B303GZ,GR,OMF,9,38.47
INF209KA1KP8,B303WZ,DP,OMF,9,13.08
INF754K01012,EDGEA,DP,OMF,9,29.69
INF754K01046,EDGEA,GR,OMF,9,84.14
INF754K01BW4,EGDG,GR,OMF,9,95.26
INF109K01BZ4,IPTRGT1451,GR,OMF,9,86.66
INF109K01FM3,IPRU1452P,DP,OMF,9,27.8
INF109K018N2,IPRU8073,GR,OMF,9,98.29
INF109K016N6,IPRU8074P,DP,OMF,9,59.46
INF760K01449,CRDBGPG,GR,OMF,9,27.91
INF760K01EC7,CRDBDG,GR,OMF,9,30.49
INF109K017B9,IPRU8082P,DP,OMF,9,10.26
INF109K01SK0,IP1481P,DP,OMF,9,10.42
INF109K01SN4,IP1482P,DP,OMF,9,11.06
INF109K016B1,IPRU8078,GR,OMF,9,29.03
INF109K019B5,IPRU8083P,DP,OMF,9,15.29
INF109K01CQ1,IP1477,GR,OMF,9,27.77
INF754K01202,ENEFA,GR,OMF,9,61.19
INF754K01178,ENEFA,DP,OMF,9,28.92
INF754K01CE0,ENDG,GR,OMF,9,69.48
INF754K01CB6,ENDD,DP,OMF,9,34.51
INF082J01101,QUANTFFDPD,DP,OMF,9,82.91
INF082J01093,QUANTFFGPG,GR,OMF,9,82.91
INF082J01275,QMFFERGG,GR,OMF,9,81.66
INF209K01256,BSL205RD,DP,OMF,9,11.26
INF209K01264,BSL205RG,GR,OMF,9,25.07
INF209K01P80,B205DZ,DP,OMF,9,11.54
INF209K01VP1,B205GZ,GR,OMF,9,26.85
INF174K01351,KSFOCUS,DP,OMF,9,49.21
INF174K01336,KSFOCUS,GR,OMF,9,81.5
INF174K01LQ6,K178D,DP,OMF,9,55.64
INF174K01LS2,KSEFR168D,GR,OMF,9,91.1
INF090I01AE7,FBIFGP,GR,OMF,9,143.55
INF090I01AC1,FBIFDP,DP,OMF,9,49.02
INF090I01JD0,FBIFDDP,DP,OMF,9,58.68
INF090I01JF5,FBIFDGP,GR,OMF,9,163.5
INF205K01304,RELIGAREBL,GR,OMF,9,68.1
INF205K01320,RELIGAREBL,DP,OMF,9,31.45
INF205K01LB0,IMFBLD1GR,GR,OMF,9,80.7
INF205K01KZ1,IMFBLD2DP,DP,OMF,9,38.95
INF754K01285,EARE,GR,OMF,9,49.89
INF754K01251,EARE,DP,OMF,9,22.07
INF754K01BP8,ARDD,DP,OMF,9,29.01
INF754K01BS2,ARDG,GR,OMF,9,56.13
INF754K01IH0,EMFDARMDDP,DP,OMF,9,28.26
INF754K01IK4,EMFDARMDRP,DP,OMF,9,23.58
INF205K01SD1,RGFCOG,GR,GMF,10,2859.58
INF205K01RY9,IMFCOD1GR,GR,GMF,10,2951.15
INF205K01RZ6,IMFCOD2DP,DP,GMF,10,1076.23
INF740K01284,DSPBRWEF,GR,OMF,9,17.86
INF740K01292,DSPBRWEF,DP,OMF,9,13.03
INF740K01PC5,DSPWEFDGR,GR,OMF,9,18.7
INF760K01241,CRCFGP,GR,OMF,9,108.98
INF760K01225,CRCFDP,DP,OMF,9,49.27
INF760K01DU1,CRCFDG,GR,OMF,9,123.87
INF760K01DS5,CRCFDD,DP,OMF,9,88.96
INF205K01338,RELIGAREPS,GR,OMF,11.65,67.14
INF205K01353,RELIGAREPS,DP,OMF,11.65,48.91
INF205K01NE0,IMFPSD2DP,DP,OMF,11.58,57.59
INF205K01NG5,IMFPSD1GR,GR,OMF,11.65,78.73
INF846K01412,AXISCFGP,GR,GMF,10,2737.79
INF846K01420,AXISCFDD,DR,GMF,10,1001.4
INF846K01438,AXISCFWD,DP,GMF,10,1002.09
INF846K01453,AXISCFDP,DP,GMF,10,1005.92
INF846K01CY2,AXISCFDM,DP,GMF,10,1005.43
INF846K01DA0,AXISCFDR,DR,GMF,10,1000.96
INF846K01CX4,AXISCFDG,GR,GMF,10,2759.03
INF846K01DB8,AXISCFDW,DP,GMF,10,1002.09
INF846K01537,ATAFIGR,GR,OMF,9,2894.82
INF846K01545,ATAFIDDR,DR,OMF,9,1013.25
INF846K01552,ATAFIWDP,DP,OMF,9,1011.63
INF209KA1TR5,B249Z,DR,OMF,9,15.67
INF846K01EN1,AXISTADG,GR,OMF,9,3026.51
INF846K01EQ4,AXISTADR,DR,OMF,9,1012.47
INF846K01479,ATAFRGR,GR,OMF,9,2714.03
INF846K01DP8,AXISEFDG,GR,OMF,9,67.8
INF846K01DN3,AXISEFD1,DP,OMF,9,27.91
INF846K01164,AEFGR,GR,OMF,9,59.42
INF846K01172,AEFDP,DP,OMF,9,19.77
INF740K01730,DSPBRWMF,GR,OMF,9,15.84
INF740K01748,DSPBRWMF,DP,OMF,9,15.08
INF740K01PF8,DSPWMFDGR,GR,OMF,9,16.94
INF846K01149,ATAXDP,DP,OMF,9,27.29
INF846K01131,ATAXGR,GR,OMF,9,93.76
INF846K01EX0,AXISTSD1,DP,OMF,9,57.86
INF846K01EW2,AXISTSDG,GR,OMF,9,105.18
INF194K01987,IDFC237,GR,OMF,9,31.72
INF194K016A9,IDFCD237,GR,OMF,9,33.82
INF194K01AB9,IDFC239,GR,OMF,9,38.6
INF194K01AC7,IDFC240,DP,OMF,9,22.07
INF194K019A3,IDFCD239,GR,OMF,9,41.1
INF194K01961,IDFC242,DP,OMF,9,25.95
INF194K01953,IDFC241,GR,OMF,9,44.09
INF194K012B6,IDFCD241,GR,OMF,9,47.33
INF109K01RT3,IP1587,GR,OMF,9,30.53
INF109K01YE1,IP1839P,DP,OMF,9,10.87
INF109K010A6,IPRU8104,GR,OMF,9,31.73
INF109K011A4,IPRU8132P,DP,OMF,9,12.83
INF194K01RY5,IDFC244,DP,OMF,9,14.5
INF194K01RW9,IDFC243,GR,OMF,9,30.69
INF194K01SB1,IDFC264,DP,OMF,9,14.24
INF194K015B9,IDFCD243,GR,OMF,9,34.04
INF846K01644,ASTFIGR,GR,OMF,9,28.72
INF846K01651,ASTFIMDP,DP,OMF,9,10.28
INF846K01677,ASTFIRDP,DP,OMF,9,10.4
INF846K01594,ASTFRGR,GR,OMF,9,28.39
INF846K01RJ1,AXISSTRDD,DP,OMF,9,19.21
INF846K01EI1,AXISSTDG,GR,OMF,9,31.19
INF846K01EJ9,AXISSTDM,DP,OMF,9,10.09
INF761K01199,BOIFIRGG,GR,OMF,9,58.37
INF761K01231,BOIFIRQD,DP,OMF,9,37.89
INF761K01215,BOIFIRDD,DP,OMF,9,37.2
INF761K01694,FIDD,DP,OMF,9,63.56
INF761K01702,FIDG,GR,OMF,9,67.36
INF084M01ET2,BD1057,GR,OMF,9,42.61
INF959L01GL9,PLFLFSG,GR,GMF,10,26.84
INF959L01GG9,PLFLFDM,DP,GMF,10,10.06
INF959L01GF1,PLFLFGD,GR,GMF,10,27.06
INF903J01HC8,SMIPARMDP,DP,OMF,9,13.42
INF903J01HB0,SMIPARG,GR,OMF,9,28.33
INF903J01OP6,MIGAD,GR,OMF,9,30.97
INF903J01HD6,SMIPARQDP,DP,OMF,9,18.61
INF194K013A6,IDFCD258,DP,OMF,9,49.07
INF194K01920,IDFC257,GR,OMF,9,52.67
INF194K01938,IDFC258,DP,OMF,9,47.81
INF194K012A8,IDFCD257,GR,OMF,9,53.99
INF740K01532,DSPBRF25,GR,OMF,9,52.95
INF740K01540,DSPBRF25,DP,OMF,9,23.12
INF740K01OC8,DSPF25DDP,DP,OMF,9,44.65
INF740K01OB0,DSPF25DGR,GR,OMF,9,58.56
INF200K01BD8,SBIPSU,DP,OMF,10.46,33.92
INF200K01BC0,SBIPSU,GR,OMF,10.46,33.92
INF846K01693,AISGR,GR,OMF,9,28.48
INF846K01701,AISQDP,DP,OMF,9,11.34
INF846K01EA8,AXISISDG,GR,OMF,9,32.93
INF769K01127,MIRAEEBRDD,DP,OMF,9,53.8
INF769K01101,MIRAEEBRGG,GR,OMF,9,149.97
INF769K01BI1,MIRAEEBD1,GR,OMF,9,167.36
INF769K01BJ9,MIRAEEBD2,DP,OMF,9,91.59
INF204K01FW1,RELREGSBGP,GR,OMF,9,101.05
INF204K01FX9,RELREGSBDP,DP,OMF,9,29.19
INF204K01B16,RELRSBDPDP,DP,OMF,9,39.96
INF204K01B08,RELRSBDPGP,GR,OMF,9,113.01
INF204K013R8,RELGSBDPQD,DP,OMF,9,24.81
INF204K011R2,SHAQRMF,DP,OMF,9,27.31
INF204KB1BD7,SHAMRMF,DP,OMF,9,19.77
INF204KB1BF2,SHDPD,DP,OMF,9,18.12
INF204K01FQ3,RELREGSDGP,GR,OMF,9,32.38
INF204K01FR1,RELREGSDDP,DP,OMF,9,13.02
INF204K01A74,RELRSDDPGP,GR,OMF,9,35.39
INF044D01948,TMFNIGPG,GR,OMF,9,46.67
INF044D01CQ5,NIG1GTMF,GR,OMF,9,49.59
INF109K01IF1,IPRU1615,GR,OMF,9,64.57
INF109K01PR1,IP1616P,DP,OMF,9,64.57
INF109K01Y64,IPRU8108P,DP,OMF,9,67.8
INF109K01Y80,IPRU8107,GR,OMF,9,67.83
INF959L01130,PLFIPGP,GR,OMF,9,25.99
INF959L01114,PLFIPQD,DP,OMF,9,15.98
INF959L01676,PLFIPGD,GR,OMF,9,31.17
INF955L01153,BPMFSTGPG,GR,OMF,9,27.23
INF955L01138,BPMFSTDPR,DP,OMF,9,10.25
INF955L01BD5,BPMFSTD2,GR,OMF,9,29.38
INF179K01CU6,HSTOG,GR,OMF,9,29.79
INF179K01CV4,HSTOD,DP,OMF,9,10.21
INF179K01YM7,HSTOGTGR,GR,OMF,9,30.66
INF179KA1Q53,HSTOPDNDP,DP,OMF,9,18.17
INF179KA1Q79,HSTOPRNDP,DP,OMF,9,17.7
INF846K01768,ATRIPGR,GR,OMF,9,38.46
INF846K01776,ATRIPDP,DP,OMF,9,20.13
INF846K01ET8,AXISTPD1,DP,OMF,9,26.38
INF846K01EV4,AXISTPDG,GR,OMF,9,44.2
INF179KA1D33,MTOPRPNDP,DP,OMF,9,18.33
INF179KA1D17,MTOPNDDPL0,DP,OMF,9,18.91
INF179K01DC2,HMTOG,GR,OMF,9,30.27
INF179K01DD0,HMTOD,DP,OMF,9,10.46
INF179K01XB2,HMTODTDP,DP,OMF,9,10.29
INF179K01XD8,HMTOGTGR,GR,OMF,9,30.87
INF789F01JQ5,DBGPG,GR,OMF,9,28.96
INF789F01JO0,DBDPD,DP,OMF,9,15.77
INF204K01HY3,RELSMLCPGR,GR,OMF,9,175.26
INF204K01IA1,RELSMLCPDP,DP,OMF,9,100.67
INF204K01J91,RELSMADPDP,DP,OMF,9,115.93
INF204K01J83,RELSMADPBP,GR,OMF,9,195.03
INF204K01K15,RELSMADPGP,GR,OMF,9,195.03
INF760K01AR3,CRLCGP,GR,OMF,9,60.78
INF760K01AS1,CRLCDP,DP,OMF,9,31.05
INF760K01FR2,CRLCDG,GR,OMF,9,69.47
INF760K01FP6,CRLCDD,DP,OMF,9,56
INF204K01IM6,RELSENGP,GR,OMF,9,40.69
INF204K01IQ7,RELSENANDP,DP,OMF,9,32.07
INF204K01K64,RELSENHYHD,DP,OMF,9,34.21
INF204K01L14,RELSENDPQD,DP,OMF,9,34.22
INF204K01K80,RELSENDPGP,GR,OMF,9,43.01
INF209K01AF6,BSL403QD,DP,GMF,10,11.4
INF204K01II4,RELNIFANDP,DP,OMF,9,32.55
INF204K01H69,RELNIFDPQD,DP,OMF,9,35.42
INF204K01H36,RELNIFDPGP,GR,OMF,9,44.46
INF204K01H10,RELNIFDPDP,DP,OMF,9,35.48
INF204K01IE3,RELNIFGP,GR,OMF,9,41.42
INF204K01IG8,RELNIFQTDP,DP,OMF,9,32.66
INF204K01IY1,RELABTGAGF,GR,OMF,9,25.1
INF204K01IZ8,RELABTGADP,DP,OMF,9,15.04
INF204K01XZ7,RELABTDPGL,GR,OMF,9,26.96
INF204K01YA8,RELABTDPDP,DP,OMF,9,16.6
INF204KA1MT1,RELABRDMDP,DP,OMF,9,13.08
INF204KA1MV7,RELABDPMDP,DP,OMF,9,14.11
INF109K01GU4,IPRU1637,GR,OMF,9,29.57
INF109K01GV2,IPRU1638P,DP,OMF,9,11.1
INF109K01V34,IPRU8111P,DP,OMF,9,11.76
INF109K01V00,IPRU8110,GR,OMF,9,32.41
INF205K01TM0,RELIGARMTG,GR,OMF,9,2534.79
INF205K01TH0,RGFMTD1GR,GR,OMF,9,2694.66
INF174K01179,K30,DP,OMF,9,72.29
INF174K01153,K30,GR,OMF,9,560.01
INF174K01KW6,K30G13D,GR,OMF,9,637.51
INF174K01KY2,K30R03D,DP,OMF,9,84.31
INF194K01BY9,IDFC265,GR,OMF,9,55.72
INF194K01BZ6,IDFC266,DP,OMF,9,47.56
INF194K01X53,IDFCD266,DP,OMF,9,57.35
INF194K01X46,IDFCD265,GR,OMF,9,64.37
INF846K01859,AXISMCGP,GR,OMF,9,110.3
INF846K01867,AXISMCDP,DP,OMF,9,44.82
INF846K01EF7,AXISMCD1,DP,OMF,9,58.67
INF846K01EH3,AXISMCDG,GR,OMF,9,127.01
INF204K01KN0,RELGLDSFGP,GR,OMF,9,27.95
INF204K01KO8,RELGLDSFDP,DP,OMF,9,27.95
INF204K01YD2,RELGOLDPDP,DP,OMF,9,29.17
INF204K01YC4,RELGOLDPGP,GR,OMF,9,29.17
INF174K01AU1,KGOLDDP,DP,OMF,9,28.11
INF174K01AT3,KGOLDG,GR,OMF,9,28.11
INF174K01MQ4,K47D,DP,OMF,9,29.52
INF174K01MP6,KGOFG46D,GR,OMF,9,29.52
INF174K01419,KINCOME+,DP,OMF,9,13.25
INF174K01393,KINCOME+,GR,OMF,9,56.07
INF174K01JZ1,KKIPG41D,GR,OMF,9,64.04
INF174K01KA2,K42D,DP,OMF,9,14.38
INF769K01150,MIRAEICRDD,DP,OMF,9,29
INF769K01135,MIRAEICRGG,GR,OMF,9,95.56
INF769K01BL5,MIRAEICD1,GR,OMF,9,112.44
INF769K01BM3,MIRAEICD2,DP,OMF,9,73.18
INF846K01917,AXISDBGP,GR,OMF,9,27.6
INF846K01925,AXISDBQD,DP,OMF,9,10.86
INF846K01DI3,AXISDBDG,GR,OMF,9,30.22
INF760K01BM2,CRCYGP,GR,OMF,9,23.79
INF760K01BO8,CRCYDP,DP,OMF,9,15.35
INF760K01BQ3,CRCYQP,DP,OMF,9,15.14
INF760K01DX5,CRCYDG,GR,OMF,9,25.82
INF760K01DV9,CRCYDM,DP,OMF,9,17.52
INF109K01TT9,IPRU1748P,DP,OMF,9,10.97
INF109K01TP7,IPRU1746,GR,OMF,9,26.01
INF109K01TR3,IPRU1747P,DP,OMF,9,10.69
INF109K01T53,IPRU8125P,DP,OMF,9,11.18
INF109K01T04,IPRU8123,GR,OMF,9,28.03
INF109KC1NF2,P3216P,DP,OMF,9,10.08
INF109K01T38,IPRU8124P,DP,OMF,9,10.82
INF109KC1NA3,P9418P,DP,OMF,9,10.1
INF082J01150,QUANTQSGPG,GR,OMF,9,27.81
INF082J01358,QMFQSRGG,GR,OMF,9,27.54
INF582M01104,UNEFGR,GR,OMF,9,50.16
INF582M01120,UNEFDP,DP,OMF,9,31.68
INF582M01633,UNEFGD,GR,OMF,9,55.28
INF582M01013,UNLGR,GR,GMF,10,2366.82
INF582M01021,UNLDDR,DR,GMF,10,1000.79
INF582M01682,UNLDRD,DR,GMF,10,1000.79
INF582M01674,UNLGRD,GR,GMF,10,2393.84
INF200K01HA1,GOLDFOFGR,GR,OMF,9,21.37
INF200K01HB9,GOLDFOFDP,DP,OMF,9,21.38
INF200K01RP8,SBGFD246G,GR,OMF,9,22.32
INF109K01TK8,IPRU1815,GR,OMF,9,22.64
INF109K01TM4,IPRU1816P,DP,OMF,9,22.64
INF109K01U92,IPRU8130,GR,OMF,9,23.36
INF109K01U76,IPRU8131P,DP,OMF,9,23.36
INF740K01EK2,DSPWAFG,GR,OMF,9,18.29
INF740K01OE4,DSPWAFDGR,GR,OMF,9,18.99
INF846K01AL3,AXISGOGP,GR,OMF,9,21.4
INF846K01AM1,AXISGODP,DP,OMF,9,21.43
INF846K01DQ6,AXISGOD1,DP,OMF,9,23.22
INF846K01DS2,AXISGODG,GR,OMF,9,23.2
INF179K01LC5,HDFCGOLDFF,GR,OMF,9,21.81
INF179K01VX0,HGFOFTGR,GR,OMF,9,22.77
INF666M01014,IBMLFGP,GR,GMF,10,2378.14
INF666M01451,IBMLFG1,GR,GMF,10,2405.08
INF666M01519,IBMLFM1,DP,GMF,10,1032.86
INF582M01781,UNTSPD,DP,OMF,9,68.78
INF582M01765,UNTSGD,GR,OMF,9,68.78
INF582M01302,UNTSG,GR,OMF,9,63.86
INF582M01328,UNTSDP,DP,OMF,9,35.7
INF205K01FB2,RELDPGOFOF,DP,OMF,9,20.81
INF205K01FA4,RELGPGOFOF,GR,OMF,9,20.81
INF205K01NJ9,IMFRGD1GR,GR,OMF,9,21.54
INF846K01AX8,AXISCMGP,GR,GMF,10,23.93
INF846K01DD4,AXISCMDG,GR,GMF,10,25.41
INF663L01484,PRMBFGPG,GR,OMF,9,2473.62
INF663L01AD7,PRMBFG1,GR,OMF,9,2779.19
INF666M01162,IBMBCGP,GR,OMF,9,42.63
INF666M01188,IBMBCDP,DP,OMF,9,24.02
INF666M01600,IBMBCG1,GR,OMF,9,50.49
INF666M01626,IBMBCD1,DP,OMF,9,29.27
INF666M01CM5,IBMFBCDM,DP,OMF,9,22.57
INF582M01336,UNDBG,GR,OMF,9,21.94
INF582M01799,UNDBGD,GR,OMF,9,23.12
INF090I01EV3,FFUSOFDP,DP,OMF,9,67.62
INF090I01EW1,FFUSOFGR,GR,OMF,9,67.62
INF090I01JP4,FFUSOFDDP,DP,OMF,9,75.76
INF090I01JR0,FFUSOFDGR,GR,OMF,9,75.76
INF209K01PG2,B916D,DP,OMF,9,20.94
INF209K01PF4,B916G,GR,OMF,9,20.94
INF209K01YT7,B916DZ,DP,OMF,9,21.7
INF209K01YU5,B916GZ,GR,OMF,9,21.7
INF846K01BP2,AXISIFGPGP,GR,OMF,9,25.98
INF846K01BQ0,AXISIFQDDP,DP,OMF,9,10.24
INF846K01DT0,AXISIFDG,GR,OMF,9,28.4
INF846K01DW4,AXISIFDQ,DP,OMF,9,10.4
INF044D01BI4,TMFTBGPG,GR,OMF,9,49.73
INF044D01BJ2,TMFTBDPD,DP,OMF,9,44.52
INF044D01CN2,TBG1GTMF,GR,OMF,9,55.19
INF846K01CB0,AXISBDGP,GR,OMF,9,2456.66
INF846K01CC8,AXISBDDDR,DR,OMF,9,1039.13
INF209K01DP9,BSL403QD,DR,GMF,10,11.4
INF846K01CF1,AXISBDDPD,DP,OMF,9,1038.71
INF846K01CR6,AXISBDDG,GR,OMF,9,2527.16
INF846K01CT2,AXISBDDM,DP,OMF,9,1038.92
INF955L01831,BPBSD,DP,OMF,9,20.51
INF955L01856,BPBSG,GR,OMF,9,41.69
INF955L01971,BPMFBSD2,GR,OMF,9,46.01
INF846K01CI5,AXISAFDP,DP,OMF,9,20.93
INF846K01CH7,AXISAFGP,GR,OMF,9,53.38
INF846K01CO3,AXISAFD1,DP,OMF,9,36.97
INF846K01CQ8,AXISAFDG,GR,OMF,9,61.09
INF082J01168,QUANTMAGPG,GR,OMF,9,31.8
INF082J01341,QMFMARGG,GR,OMF,9,31.18
INF109K01E43,IPRU1951P,DP,OMF,9,61.43
INF109K01E35,IPRU1950,GR,OMF,9,61.43
INF109K01Z55,IPRU8134P,DP,OMF,9,68.08
INF109K01Z71,IPRU8133,GR,OMF,9,68.08
INF740K01LP6,DSPUFEG,GR,OMF,9,54.39
INF740K01LQ4,DSPUFEDP,DP,OMF,9,27.25
INF740K01OH7,DSPUFEDGR,GR,OMF,9,59.17
INF740K01OI5,DSPUFEDDP,DP,OMF,9,52.17
INF174K01EG2,KCROADP,DP,OMF,9,12.08
INF174K01DY7,KCROG,GR,OMF,9,27.78
INF174K01LZ7,KCROG190D,GR,OMF,9,31
INF789F01QZ1,COGPG,GR,OMF,9,15.91
INF789F01RA2,CODPD,DP,OMF,9,11.3
INF205K01JV2,RELGRBKDBT,GR,OMF,9,2111.19
INF205K01KT4,IMFBDD1GR,GR,OMF,9,2252.85
INF277K01931,TATAPEF,GR,OMF,9,506.01
INF277K01EG3,TATAPEFD,DP,OMF,9,110.26
INF277K01QX2,TTOFE,DP,OMF,9,130.72
INF277K01QZ7,TTOFE,GR,OMF,9,575.38
INF277K01956,TATASSF,GR,OMF,9,423.23
INF277K01EH1,TATASSFD,DP,OMF,9,172.5
INF277K01NE9,TATASSDPZ,DP,OMF,9,262.27
INF277K01NG4,TATASSFZ,GR,OMF,9,477.75
INF277K01DS0,TATAGROD,DP,OMF,9,120.73
INF277K01626,TATAGROG,GR,OMF,9,437.39
INF277K01PW6,TINR,DP,OMF,9,162.32
INF277K01PY2,TGROGZ,GR,OMF,9,491.76
INF277K01DH3,TATAEOD,DP,OMF,9,84.96
INF277K01428,TATAEOG,GR,OMF,9,527.08
INF277K01MI2,TEOF,DP,OMF,9,116.54
INF277K01MK8,TEOF,GR,OMF,9,594.79
INF277K01451,TATAEPEG,GR,OMF,9,363.4
INF277K01DJ9,TATAEPEDP,DP,OMF,9,121.64
INF277K01DI1,TATAEPE5,DP,OMF,9,136.9
INF277K01ND1,TATAEPEGZ,GR,OMF,9,405.59
INF277K01MZ6,TATAEP5PZ,DP,OMF,9,150.93
INF277K01NB5,TATAEPDPZ,DP,OMF,9,137.84
INF277K01782,TATAINFG,GR,OMF,9,194.66
INF277K01DY8,TATAINFD,DP,OMF,9,92.27
INF277K01PQ8,TISF,GR,OMF,9,209.73
INF277K01PO3,TISF,DP,OMF,9,109.89
INF277K01FG0,TRSFP,GR,OMF,9,65.69
INF277K01QO1,TRFPGZ,GR,OMF,9,78.71
INF277K01758,TISAD,GR,OMF,9,201.07
INF277K01PK1,TISAH,GR,OMF,9,212.22
INF277K01LQ7,TATALSG01,GR,GMF,10,4422.59
INF277K014C0,TATALSD01,DR,GMF,10,1114.52
INF277K011C6,TLSDZ,DR,GMF,10,1114.52
INF277K01PR6,TLF,GR,GMF,10,4495.51
INF277K011D4,TMOND,DR,GMF,10,1001.52
INF277K01YD8,TATAFRSIG,GR,GMF,10,3873.99
INF277K01YE6,TFRSTF,GR,GMF,10,3916.71
INF277K012D2,TMONDZ,DR,GMF,10,1001.52
INF277K01MD3,TATAFWP1,DP,OMF,9,1009.19
INF277K01MA9,TATAFG1,GR,OMF,9,3685
INF277K01LZ8,TATAFD1,DR,OMF,9,1003.53
INF277K01OK4,TFF,GR,OMF,9,3778.99
INF277K018B3,TFD1Z,DR,OMF,9,1003.53
INF277K01EI9,TATASTD,DP,OMF,9,20.25
INF277K01972,TATASTG,GR,OMF,9,44.83
INF277K01QR4,TSTBF,GR,OMF,9,49.25
INF277K01QP8,TSTBF,DP,OMF,9,22.37
INF277K01P38,TSTBFF,DP,OMF,9,26.13
INF277K01P12,TSTBFE,DP,OMF,9,23.75
INF277K01519,TATAGFG,GR,GMF,10,73.27
INF277K01DN1,TATAGFD,DP,GMF,10,20.31
INF277K01OX7,TGSFR,GR,GMF,10,81.24
INF194K015G8,IDFCD280,GR,OMF,9,23.6
INF194K01SN6,IDFC280,GR,OMF,9,22.99
INF767K01FB1,CFG1G,GR,OMF,9,37.33
INF194K014M9,IDFC284,DP,OMF,9,10.81
INF194K018M0,IDD284DP,DP,OMF,9,10.91
INF194KA1JC5,IDFCBPDF,DR,OMF,9,10.88
INF194K017M2,IDFC283R,DR,OMF,9,10.71
INF194K011N3,IDD283DR,DR,OMF,9,10.47
INF247L01155,MFGP,GR,OMF,9,47.56
INF247L01171,MFDP,DP,OMF,9,22.58
INF247L01189,MFGD,GR,OMF,9,55.01
INF247L01205,MFPDD,DP,OMF,9,26
INF879O01027,PLTVFDP,GR,OMF,9,84.38
INF879O01019,PLTVFRPA,GR,OMF,9,77.91
INF579M01183,IDBFG,GR,OMF,9,20.93
INF579M01266,DDG,GR,OMF,9,22.04
INF209KA1LN1,B152ID,DR,OMF,9,100.66
INF209K01MG9,B152IG,GR,OMF,9,324.89
INF209K01UX7,B152GZ,GR,OMF,9,333.29
INF209K01UY5,B152IZ,DP,OMF,9,100.77
INF209K01MF1,BSL512G,GR,OMF,9,469.91
INF109KA1CB6,IPRU2144,GR,OMF,9,25.42
INF109KA1CE0,IPRU8344,GR,OMF,9,27.25
INF174K01FO3,KGSG,GR,OMF,9,60.92
INF174K01FQ8,KGSMDP,DP,OMF,9,11.45
INF174K01KH7,KKGSG01D,GR,OMF,9,63.28
INF666M01AC0,IBMSTDG,GR,OMF,9,2217.91
INF666M01AJ5,IBMSTRG,GR,OMF,9,1949.02
INF740K01ZP6,DSPBPDRG,GR,OMF,9,22.44
INF740K01ZW2,DSPBPDDGR,GR,OMF,9,23.18
INF247L01213,USGP,GR,OMF,9,15.69
INF247L01247,USGDG,GR,OMF,9,16.51
INF579M01506,LRG,GR,GMF,10,1896.9
INF579M01621,LDG,GR,GMF,10,1907.17
INF663L01DW1,PRMMOD1,DP,OMF,9,59.75
INF663L01DZ4,PRMMOGP,GR,OMF,9,62.95
INF663L01EA5,PRMMODPP,DP,OMF,9,27.01
INF663L01DV3,PRMMOG1,GR,OMF,9,72.09
INF846K01K01,AXISSCGPG,GR,OMF,9,103.39
INF846K01K43,AXISSCD1D,DP,OMF,9,56.9
INF846K01K19,AXISCDPD,DP,OMF,9,49.09
INF846K01K35,AXISSCDGG,GR,OMF,9,118.32
INF200K01T28,SBISMCF,GR,OMF,9,179.78
INF200K01T36,SBISMCF,DP,OMF,9,106.21
INF200K01T51,SBISMCFDG,GR,OMF,9,204.1
INF200K01U41,SBITADF,GR,OMF,9,2904.73
INF209K011W7,B1180B,GR,OMF,9,54.93
INF209K010W9,B1180A,DP,OMF,9,23.08
INF209K014W1,B1180Y,GR,OMF,9,61.09
INF209K013W3,B1180X,DP,OMF,9,30.94
INF680P01042,SAHF101D,GR,OMF,9,37.11
INF680P01018,SAHF101,GR,OMF,9,32.94
INF680P01026,SAHF102P,DP,OMF,9,26.33
INF205K01ZZ9,RGFPEERGGP,GR,OMF,9,16.64
INF205K01A24,IMFPED1GR,GR,OMF,9,18.05
INF740K01K65,DSPDAAFRDP,DP,OMF,9,14.04
INF740K01K81,DSPDYADGR,GR,OMF,9,29.51
INF740K01K57,DSPDAAFRG,GR,OMF,9,26.04
INF760K01HB2,CRMODG,GR,OMF,9,21.74
INF760K01GY6,CRMOGPG,GR,OMF,9,20.4
INF789F014Z9,BPGPG,GR,OMF,9,20.45
INF789FA1U61,BPFDD,DP,OMF,9,13.71
INF247L01411,MOFMGPG,GR,OMF,9,99.56
INF247L01437,MOFMDPD,DP,OMF,9,49.82
INF247L01445,MOFFMGDG,GR,OMF,9,113.03
INF247L01460,MOFFMPDD,DP,OMF,9,52.84
INF336L01HF0,OHAPDG,GR,OMF,9,22.73
INF336L01HC7,OAPDG,GR,OMF,9,21.13
INF761K01BR9,BOIEDRGG,GR,OMF,9,24.97
INF761K01BO6,EDDG,DP,OMF,9,26.69
INF761K01BP3,BOIEDRDD,DP,OMF,9,17.42
INF174K01VQ5,KMDFG48D,GR,OMF,9,23.3
INF174K01VL6,KMEDIUM,GR,OMF,9,21.14
