ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF173K01DA9,PMFLFPG,GR,GMF,10,2170.97
INF173K01GT2,PMFLFZD,DR,GMF,10,1000.64
INF173K01GU0,PMFLFZG,GR,GMF,10,2192.5
INF173K01DB7,PMFLFPD,DR,GMF,10,1000.89
INF173K01FN7,PMFGFZP,DP,OMF,9,94.63
INF173K01FQ0,PMFGFZG,GR,OMF,9,411.93
INF173K01957,PMFGFDP,DP,OMF,9,70.86
INF173K01940,PMFGFGP,GR,OMF,9,373.63
INF173K01213,PMFMIGP,GR,OMF,9,66.96
INF173K01247,PMFMIMP,DP,OMF,9,16.06
INF173K01262,PMFMIQP,DP,OMF,9,17.32
INF173K01GZ9,PMFMIZG,GR,OMF,9,76.65
INF173K01ES9,PMFDYZP,DP,OMF,9,73.03
INF173K01EV3,PMFDYZG,GR,OMF,9,152.46
INF173K01AC1,PMFDYGP,GR,OMF,9,141.28
INF173K01AD9,PMFDYDP,DP,OMF,9,44.12
INF173K01585,PMFSAGP,GR,OMF,9,34.21
INF173K01551,PMFSADP,DP,OMF,9,16.41
INF173K01FI7,PMFSAZG,GR,OMF,9,39.6
INF173K01FF3,PMFSAZP,DP,OMF,9,19.8
INF846K015F2,AXISCSDGG,GR,OMF,9,11.44
INF846K018F6,AXISCSGPG,GR,OMF,9,11.4
INF204KC1378,NIMFSOAG,GR,OMF,9.72,13.25
INF204KC1352,NIMFSODP,DP,OMF,9,13.11
INF204KC1345,NIMFSOGP,GR,OMF,9.72,13.11
INF205KA1494,IMFF9D1GD,GR,OMF,9,18.61
INF205KA1452,IMFF9DPDR,DP,OMF,9,17.86
INF205KA1460,IMFF9GPGR,GR,OMF,9,17.86
INF109KC1Y98,IPRU9673,GR,OMF,9.31,13.25
INF109KC1Z06,IPRU9674P,DP,OMF,9.31,13.25
INF109KC1Y64,IPRU3471,GR,OMF,9.25,13.08
INF109KC1Y72,IPRU3472P,DP,OMF,9.25,13.08
INF209KB13F9,B100B,GR,OMF,9.2,13.03
INF209KB16F2,B100Y,GR,OMF,9.27,13.2
INF769K01HW9,MIRAEMFRG,GR,OMF,9,18.67
INF769K01HZ2,MIRAEMFD1,GR,OMF,9,18.87
INF209KB19E9,B95B,GR,OMF,9,11.52
INF209KB11F3,B95Y,GR,OMF,9,11.61
INF0GCD01438,OFRGOFRGL,GR,GMF,5,1160.67
INF0GCD01453,OFDGOFDGL,GR,GMF,5,1162.22
INF247L01AW9,N2GP,GR,OMF,9.52,17.68
INF247L01AV1,N2GD,GR,OMF,9.53,17.99
INF789F1AVC9,SIGPG,GR,OMF,9,14.26
INF789F1AVD7,SIG1G,GR,OMF,9,14.29
INF959L01FT4,BANKINDE,GR,OMF,9,13.17
INF959L01FU2,BANKINDEX,GR,OMF,9,12.94
INF740KA1QM8,DSPGFRGR,GR,OMF,9,13.79
INF740KA1QN6,DSPGFRDP,DP,OMF,9,13.79
INF740KA1QQ9,DSPGFDDP,DP,OMF,9,14.11
INF740KA1QP1,DSPGFDGR,GR,OMF,9,14.11
INF959L01FV0,NAVIUS,GR,OMF,9,14.42
INF959L01FW8,NAVIUSS,GR,OMF,9,14.4
INF194KB1CR7,IDNF100DG,GR,OMF,9,15.12
INF194KB1CO4,IDNF100RG,GR,OMF,9,14.94
INF194KB1CP1,IDNF100RD,DP,OMF,9,14.94
INF209KB12G9,B101B,GR,OMF,9,17.82
INF209KB10G3,B101Y,GR,OMF,9,18.13
INF174KA1IC1,KMIFG,GR,OMF,9,19.01
INF174KA1IF4,KMIFDG,GR,OMF,9,19.8
INF174KA1IG2,KMIFDDP,DP,OMF,9,19.8
INF174KA1ID9,KMIFDP,DP,OMF,9,19.01
INF846K011G9,AXISETDGG,GR,OMF,9,16.26
INF846K014G3,AXISETGPG,GR,OMF,9,16.2
INF174KA1II8,KAR2027G,GR,OMF,9,11.46
INF174KA1IM0,KAR2027DDP,DP,OMF,9,11.5
INF174KA1IL2,KAR2027DG,GR,OMF,9,11.5
INF109KC11A4,IPRU9675,GR,OMF,9,14.41
INF109KC1Z89,IPRU3473,GR,OMF,9,14.17
INF109KC12A2,IPRU9676P,DP,OMF,9,14.41
INF174KA1IO6,KAR2032G,GR,OMF,9,11.76
INF174KA1IR9,KAR2032DG,GR,OMF,9,11.81
INF179KC1BY3,H100DGHMF,GR,OMF,9,15.09
INF179KC1BZ0,H100RGHMF,GR,OMF,9,14.89
INF179KC1CB9,H200RGHMF,GR,OMF,9,16.77
INF179KC1CA1,H200DGHMF,GR,OMF,9,16.98
INF846K010H9,AXISCRGPG,GR,OMF,9,11.44
INF846K017G6,AXISCRDGG,GR,OMF,9,11.49
INF789F1AVE5,LIGPG,GR,OMF,9,16.96
INF789F1AVF2,LIG1G,GR,OMF,9,17.16
INF200KA19E0,MCFD652P,DP,OMF,9,16.47
INF200KA18E2,MCFD652G,GR,OMF,9,16.47
INF200KA16E6,MCF652DP,DP,OMF,9,16.08
INF200KA15E8,MCF652G,GR,OMF,9,16.08
INF959L01FX6,NAVIMIDCAD,GR,OMF,9,20.17
INF959L01FY4,NAVIMIDCAP,GR,OMF,9,19.73
INF846K016H6,AXISNSGPG,GR,OMF,9,18.45
INF846K017H4,AXISNSDPD,DP,OMF,9,18.45
INF846K013H3,AXISNSDGG,GR,OMF,9,18.78
INF846K014H1,AXISNSD1D,DP,OMF,9,18.78
INF959L01FZ1,NASDAQ100,GR,OMF,9,14.59
INF959L01GA2,NASDAQ 100,GR,OMF,9,14.52
INF247L01AY5,S1GD,GR,OMF,9,17.03
INF247L01AZ2,S1GP,GR,OMF,9,16.78
INF846K010I7,AXISNMD1D,DP,OMF,9,19.7
INF846K019H0,AXISNMDGG,GR,OMF,9,19.7
INF846K013I1,AXISNMDPD,DP,OMF,9,19.36
INF846K012I3,AXISNMGPG,GR,OMF,9,19.36
INF754K01OC9,EMFP5GGR,GR,OMF,9,11.38
INF754K01OG0,EMFP5DGR,GR,OMF,9,11.43
INF205KA1577,IMFEQGPGRG,GR,OMF,9,15.21
INF205KA1585,IMFEQD1GDR,GR,OMF,9,15.3
INF336L01QK1,OCXG,GR,OMF,9,11.57
INF336L01QL9,OCXDP,DP,OMF,9,11.57
INF336L01QH7,OHCXG,GR,OMF,9,11.62
INF740KA1QS5,DSPNSRGR,GR,OMF,9,11.58
INF740KA1QV9,DSPNSDGR,GR,OMF,9,11.62
INF109KC11B2,IPRU3478,GR,OMF,9,11.47
INF109KC14B6,IPRU9680,GR,OMF,9,11.52
INF204KC1493,NIMFCNGP,GR,OMF,9,11.35
INF204KC1527,NIMFCNAG,GR,OMF,9,11.4
INF251K01AA9,BNP09DP,DP,OMF,9,24.43
INF251K01HH9,69D,DP,OMF,9,30.66
INF251K01HF3,69G,GR,OMF,9,103.39
INF251K01985,BNP09G,GR,OMF,9,92.76
INF251K01DR7,LWRCR,DR,OMF,9,10.06
INF251K01DQ9,BNP17G,GR,OMF,9,37.68
INF251K01GJ7,65G,GR,OMF,9,40.99
INF251K01DW7,BNP21,GR,OMF,9,43
INF251K01GW0,63G,GR,OMF,9,47.49
INF251K01EB9,BNP22,DP,OMF,9,10.43
INF251K01HN7,70G,GR,OMF,9,257.62
INF251K01HL1,70D,DP,OMF,9,31.36
INF251K01894,BNP01G,GR,OMF,9,225.77
INF251K01910,BNP02DP,DP,OMF,9,26.38
INF251K01852,BNP12DP,DP,OMF,9,11.33
INF251K01HR8,66G,GR,OMF,9,51.14
INF251K01HS6,66MD,DP,OMF,9,13.55
INF251K01845,BNP11G,GR,OMF,9,42.52
INF251K01AW3,BNP05G,GR,OMF,9,103.19
INF251K01AX1,BNP05DP,DP,OMF,9,64.36
INF251K01HO5,71D,DP,OMF,9,80.28
INF251K01HQ0,71G,GR,OMF,9,121.22
INF251K01EI4,BNPBONDRG,GR,OMF,9,29.43
INF251K01EP9,BNPBONDIG,GR,OMF,9,25.43
INF251K01GP4,61G,GR,OMF,9,26.96
INF251K01LT6,BNPMTIG,GR,OMF,9,17.65
INF251K01LU4,623DG,GR,OMF,9,18.83
INF251K01PD1,628RM,DP,OMF,9,10.38
INF251K01PF6,628DM,DP,OMF,9,10.8
INF251K01ON3,628RG,GR,OMF,9,15.2
INF251K01OT0,628DG,GR,OMF,9,15.94
INF251K01OW4,629RG,GR,OMF,9,27.51
INF251K01OZ7,629DG,GR,OMF,9,30.99
INF251K01OY0,629RD,DP,OMF,9,18.15
INF251K01PL4,630RD,DP,OMF,9,18.17
INF251K01PK6,630RG,GR,OMF,9,23
INF251K01PN0,630DG,GR,OMF,9,25.62
INF251K01PT7,631DG,GR,OMF,9,35.71
INF251K01PS9,631RD,DP,OMF,9,24.15
INF251K01PQ3,631RG,GR,OMF,9,32.67
INF251K01PV3,631DD,DP,OMF,9,27.24
INF251K01QQ1,BNPAFRGG,GR,OMF,9,12.3
INF251K01QT5,BNPAFDGG,GR,OMF,9,12.75
INF109KC17B9,IPRU3480,GR,OMF,9,16.65
INF109KC18B7,IPRU3481P,DP,OMF,9,16.65
INF109KC10C2,IPRU9682,GR,OMF,9,17.21
INF109KC11C0,IPRU9683P,DP,OMF,9,17.21
INF789F1AVG0,MQGPG,GR,OMF,9,14.46
INF789F1AVH8,MQG1G,GR,OMF,9,14.62
INF277KA1372,IFDEC27D,GR,OMF,9,11.61
INF277KA1406,IFDEC27B,GR,OMF,9,11.53
INF277KA1430,TNIDFOFD,GR,OMF,9,14.89
INF277KA1463,TNIDFOFB,GR,OMF,9,14.72
INF03VN01530,WOCF1038,GR,OMF,9,16.84
INF03VN01506,WOCFP1035,GR,OMF,9,16.32
INF03VN01522,WOCFP1037,DP,OMF,9,16.32
INF03VN01555,WOCF1040,DP,OMF,9,16.84
INF209KB17H6,B109B,GR,OMF,9,11.37
INF209KB19H2,B109Y,GR,OMF,9,11.43
INF209KB11I7,B108B,GR,OMF,9,11.34
INF209KB13I3,B108Y,GR,OMF,9,11.38
INF769K01IH8,MIRAENJD1,GR,OMF,9,11.51
INF769K01IE5,MIRAENJRG,GR,OMF,9,11.46
INF0J8L01057,NJMFAFRGG,GR,OMF,9,11.4
INF0J8L01065,NJMFAFDGG,GR,OMF,9,11.56
INF0J8L01081,OVDGG,GR,GMF,5,1137.58
INF0J8L01073,OVRGG,GR,GMF,5,1135.22
INF754K01OP1,EMFFCDGR,GR,OMF,9,17.02
INF754K01OL0,EMFFCRGR,GR,OMF,9,16.44
INF754K01OM8,EMFFCRDP,DP,OMF,9,16.44
INF251K01QW9,FXRGG,GR,OMF,9,15.72
INF251K01QX7,FXRDD,DP,OMF,9,15.72
INF251K01QZ2,FXDGG,GR,OMF,9,16.21
INF082J01424,NFRG,GR,OMF,9,14.35
INF082J01416,NFGR,GR,OMF,9,14.38
INF767K01RE0,MMG1G,GR,GMF,10,1136.19
INF767K01RB6,MMGPG,GR,GMF,10,1126.15
INF194KB1DM6,IDMIDRG,GR,OMF,9,17.47
INF194KB1DN4,IDMIDRD,DP,OMF,9,17.47
INF194KB1DJ2,IDMIDDG,GR,OMF,9,18.06
INF582M01ID0,UNGRG,GR,GMF,10,11.55
INF582M01HW2,UNGDG,GR,GMF,10,11.67
INF789F1AVI6,UTIGFGPG,GR,GMF,10,11.7
INF789F1AVR7,UTIGFG1G,DP,GMF,10,11.82
INF740KA1QY3,DSPNQRGR,GR,OMF,9,14.83
INF740KA1RB9,DSPNQDGR,GR,OMF,9,15.04
INF966L01AU8,166LCD1,DP,OMF,9,16.12
INF966L01AT0,166LCDG,GR,OMF,9,16.12
INF966L01AW4,166LCGP,GR,OMF,9,15.58
INF966L01AX2,166LCDP,DP,OMF,9,15.58
INF247L01BC9,S2GD,GR,OMF,9,15.41
INF247L01BD7,S2GPL0,GR,OMF,9,15.18
INF109KC11D8,IPRU9684,GR,OMF,9.46,19.61
INF740K01QI0,DSPSTBDDP,DP,OMF,9,2292.61
INF109KC18C5,IPRU3482,GR,OMF,9.46,19.36
INF109KC10E8,IPRU3487,GR,OMF,9,13.97
INF109KC11E6,IPRU3488P,DP,OMF,9,13.97
INF109KC13E2,IPRU9689,GR,OMF,9,14.13
INF109KC14E0,IPRU9690P,DP,OMF,9,14.14
INF769K01IN6,MIRAEBAD1,GR,OMF,9,13.87
INF769K01IM8,MIRAEBAD2,DP,OMF,9,13.86
INF769K01IK2,MIRAEBARG,GR,OMF,9,13.48
INF769K01IJ4,MIRAEBARD,DP,OMF,9,13.47
INF090I01WO0,FIBAFDP,DP,OMF,9,13.77
INF090I01WR3,FIBAFDPD,DP,OMF,9,14.25
INF090I01WN2,FIBAFGP,GR,OMF,9,13.77
INF090I01WQ5,FIBAFGPD,GR,OMF,9,14.25
INF209KB14J9,B110B,GR,OMF,9,11.96
INF209KB17J2,B110Y,GR,OMF,9,12.12
INF204KC1584,NIMFNNAG,GR,OMF,9,17.69
INF204KC1550,NIMFNNGP,GR,OMF,9,17.48
INF760K01KC4,CRBPDG,GR,OMF,9,11.38
INF760K01KF7,CRBPGP,GR,OMF,9,11.31
INF0GCD01479,185MMGPGR,GR,GMF,10,1145.03
INF0GCD01503,185MMDGGR,GR,GMF,10,1148.45
INF959L01GD6,NAVIMANUFD,GR,OMF,9,17.89
INF959L01GE4,MIGPG,GR,OMF,9,17.59
INF247L01BF2,S3GD,GR,OMF,10.01,26.2
INF247L01BG0,S3GP,GR,OMF,10.01,25.86
INF247L01BI6,S4GD,GR,OMF,9,18.69
INF247L01BJ4,S4GP,GR,OMF,9,18.44
INF277KA1497,THOFD,GR,OMF,9,16.79
INF277KA1539,THOFA,DR,OMF,9,16.22
INF277KA1521,THOFB,GR,OMF,9,16.22
INF109KC19H2,IPRU3489,GR,OMF,9.34,22.03
INF109KC12I5,IPRU9691,GR,OMF,9.4,22.68
INF109KC10I9,IPRU3490P,DP,OMF,9.34,22.03
INF109KC13I3,IPRU9692P,DP,OMF,9.4,22.68
INF192K01MM5,JMSDGP,GR,OMF,9,11.25
INF192K01MP8,JMSDDG,GR,OMF,9,11.44
INF582M01IN9,UNRFRDP,DP,OMF,9,15.31
INF582M01IK5,UNRFDG,GR,OMF,9,15.76
INF680P01232,SOF201,GR,GMF,5,11.33
INF680P01331,SOF202D,DR,GMF,10,10
INF680P01323,SOF201D,GR,GMF,5,11.35
INF903JA1LG7,SMFFCDP1,DR,OMF,9,14.8
INF903JA1LB8,SMFFCGPG,GR,OMF,9,14.33
INF903JA1LD4,SMFFCDPR,DR,OMF,9,14.33
INF754K01OT3,EMFGFRGR,GR,OMF,9,13.87
INF754K01OX5,EMFGFDGR,GR,OMF,9,13.97
INF03VN01605,WOCMPD101P,DP,OMF,9,18.52
INF03VN01563,WOCMP101G,GR,OMF,9,17.92
INF03VN01597,WOCMPD101G,GR,OMF,9,18.52
INF03VN01571,WOCMP101DP,DP,OMF,9,17.92
INF03VN01621,WOCTPD102G,GR,OMF,9,16.75
INF03VN01654,WOCTP102D,DP,OMF,9,16.22
INF03VN01647,WOCTP102G,GR,OMF,9,16.22
INF194KB1DP9,NF200DG,GR,OMF,9.52,18.43
INF194KB1DS3,NF200RG,GR,OMF,9.59,18.21
INF769K01IR7,MIRAEAIRG,GR,OMF,9.44,17.35
INF769K01IS5,MIRAEAID1,GR,OMF,9.5,17.41
INF846K015J4,AXISSVDGG,GR,OMF,9,14.82
INF846K018J8,AXISSVGPG,GR,OMF,9,14.69
INF174KA1JN6,KBCFDG,GR,OMF,9,15.81
INF174KA1JK2,KBCFG,GR,OMF,9,15.33
INF174KA1JL0,KBCFDP,DP,OMF,9,15.33
INF0K1H01040,ONDG,GR,GMF,5,1125.73
INF0K1H01032,ONRG,GR,GMF,5,1120.97
INF194KB1DY1,NLV30RG,GR,OMF,9,15.44
INF194KB1DV7,NLV30DG,GR,OMF,9,15.65
INF109KC17I4,IPRU3499,GR,OMF,9,16.04
INF109KC10J7,IPRU9701,GR,OMF,9,16.23
INF247L01BN6,MGGP,GR,OMF,9,13.84
INF247L01BM8,MGGD,GR,OMF,9,13.93
INF109KC16J4,IPRU9703,GR,OMF,9,20.29
INF109KC13J1,IPRU3501,GR,OMF,9,20.08
INF767K01RK7,MKG1G,GR,OMF,9,17.52
INF767K01RH3,MKGPG,GR,OMF,9,16.99
INF767K01RI1,MKDPD,DP,OMF,9,16.99
INF209KB10M1,B111Y,GR,OMF,9,11.47
INF209KB18L6,B111B,GR,OMF,9,11.43
INF754K01PF9,EMFG7DGR,GR,OMF,9,11.93
INF754K01PB8,EMFG7RGR,GR,OMF,9,11.87
INF754K01PG7,EMFG7DDP,DP,OMF,9,11.93
INF200KA17O3,SNMIF661G,GR,OMF,9,18.34
INF200KA10P5,SNMIFD661G,GR,OMF,9,18.54
INF200KA18O1,SNMIF661DP,DP,OMF,9,18.34
INF200KA11P3,SNMIFD661P,DP,OMF,9,18.54
INF200KA13P9,SNMIF662G,GR,OMF,9,19.04
INF200KA16P2,SNMIFD662G,GR,OMF,9,19.25
INF200KA17P0,SNMIFD662P,DP,OMF,9,19.25
INF200KA14P7,SNMIF662DP,DP,OMF,9,19.04
INF200KA12Q9,SCIGID663G,GR,GMF,10,11.92
INF200KA19P6,SCIGI663G,GR,GMF,10,11.86
INF109KC19J8,IPRU3503,GR,OMF,9,18.99
INF109KC12K1,IPRU9705,GR,OMF,9,19.48
INF109KC10K5,IPRU3504P,DP,OMF,9,18.99
INF109KC13K9,IPRU9706P,DP,OMF,9,19.47
INF209KB12M7,B112B,GR,OMF,9,15.11
INF209KB15M0,B112Y,GR,OMF,9,15.22
INF277KA1554,CIGIF26D,GR,GMF,10,11.49
INF277KA1588,CIGIF26B,GR,GMF,10,11.43
INF209KB10N9,B113Y,GR,GMF,10,11.48
INF209KB18M4,B113B,GR,GMF,10,11.44
INF209KB14N1,B114Y,GR,OMF,9,11.62
INF209KB12N5,B114B,GR,OMF,9,11.59
INF200KA18Q6,SCIGID664G,GR,GMF,10,11.65
INF200KA15Q2,SCIGI664G,GR,GMF,10,11.6
INF200KA14R3,SCISID665G,GR,OMF,9,11.52
INF200KA11R9,SCISI665G,GR,OMF,9,11.48
INF789F1AWB9,UTIGUG1G,GR,OMF,9,13.98
INF789F1AWA1,UTIGUGP,GR,OMF,9,13.86
INF194KB1EB7,IDTLFDG,GR,OMF,9,19.06
INF194KB1EE1,IDTLFRG,GR,OMF,9,18.51
INF761K01728,FIDQ,DP,OMF,9,66.21
INF174KA1JQ9,KNPSUG,GR,OMF,9,11.49
INF174KA1JT3,KNPSUDG,GR,OMF,9,11.53
INF754K01PN3,EMFL7DGR,GR,OMF,9,11.53
INF754K01PJ1,EMFL7RGR,GR,OMF,9,11.48
INF109KC11L1,IPRU3507,GR,OMF,9,11.63
INF109KC14L5,IPRU9709,GR,OMF,9,11.67
INF109KC15K4,IPRU3505,GR,GMF,10,11.65
INF109KC18K8,IPRU9707,GR,GMF,10,11.69
INF179KC1DV5,HSLFRGHMF,GR,OMF,9.51,14.24
INF179KC1DU7,HSLFDGHMF,GR,OMF,9.51,14.34
INF277KA1612,TNMMIFD,GR,OMF,9,19.04
INF277KA1620,TNMMIFC,DR,OMF,9,19.04
INF277KA1646,TNMMIFB,GR,OMF,9,18.76
INF194KB1EK8,IDG26RG,GR,GMF,10,11.41
INF194KB1EH4,IDG26DG,GR,GMF,10,11.46
INF846K015K2,AXISNQGPG,GR,OMF,9,17.33
INF846K012K9,AXISNQDGG,GR,OMF,9,17.46
INF204KC1659,NIMFNDGP,GR,OMF,9,11.37
INF204KC1683,NIMFNDAG,GR,OMF,9,11.41
INF209KB10O7,B115B,GR,GMF,10,11.66
INF769K01JA1,MIRAENPRG,GR,OMF,9,11.36
INF769K01JD5,MIRAENPD1,GR,OMF,9,11.41
INF769K01IU1,MIRAECIRG,GR,GMF,10,11.71
INF769K01IX5,MIRAECID1,GR,GMF,10,11.78
INF03VN01696,WOCLD103,GR,OMF,9,14.59
INF03VN01662,WOCLP103,GR,OMF,9,14.17
INF03VN01670,WOCLP103,DP,OMF,9,14.17
INF179KC1EB5,HHBRGRHMF,GR,OMF,9,14.71
INF179KC1DZ6,HHBDDPHMF,DP,OMF,9,15.06
INF179KC1DY9,HHBDGRHMF,GR,OMF,9,15.06
INF179KC1EC3,HHBRDPHMF,DP,OMF,9,14.71
INF754K01PR4,EMFG8RGR,GR,OMF,9,11.5
INF192K01MV6,MDDG,GR,OMF,9,20.44
INF192K01MS2,MDGP,GR,OMF,9,19.77
INF192K01MT0,MDDP,DP,OMF,9,19.77
INF760K01KI1,CRMDDG,GR,OMF,9,17.33
INF760K01KK7,CRMDDD,DP,OMF,9,17.34
INF760K01KN1,CRMDDP,DP,OMF,9,16.89
INF760K01KL5,CRMDGP,GR,OMF,9,16.9
INF174KA1KG8,KWDFG,GR,OMF,9,11.52
INF174KA1KJ2,KWDFDDG,GR,OMF,9,11.53
INF204KC1741,NIMFNJAG,GR,OMF,9,11.43
INF204KC1717,NIMFNJGP,GR,OMF,9,11.39
INF0K1H01065,ELDG,GR,OMF,9,15.15
INF0K1H01057,ELRG,GR,OMF,9,14.78
INF179KC1EG4,HNGSRGHMF,GR,GMF,10,11.38
INF179KC1EE9,HNGSDGHMF,GR,GMF,10,11.42
INF179KC1EI0,HNJSRGHMF,GR,GMF,10,11.58
INF179KC1EH2,HNJSDGHMF,GR,GMF,10,11.61
INF846K011L9,AXISNLGPG,GR,OMF,9,11.34
INF846K018K6,AXISNLDGG,GR,OMF,9,11.36
INF582M01IS8,UNMCRG,GR,OMF,9,15.71
INF582M01IT6,UNMCRDP,DP,OMF,9,15.71
INF582M01IO7,UNMCDG,GR,OMF,9,16.07
INF251K01RC9,MARGG,GR,OMF,9,14.16
INF251K01RD7,MARDD,DP,OMF,9,14.16
INF251K01RF2,MADGG,GR,OMF,9,14.54
INF194KB1ET9,SDL26DG,GR,OMF,9,11.38
INF194KB1EW3,SDL26RG,GR,OMF,9,11.33
INF194KB1EN2,IDG32DG,GR,OMF,9,11.54
INF194KB1EQ5,IDG32RG,GR,OMF,9,11.51
INF194KB1ER3,IDG32RD,DP,OMF,9,10.53
INF194KB1EZ6,SDL27DG,GR,OMF,9,11.41
INF194KB1FC2,SDL27RG,GR,OMF,9,11.36
INF754K01QP6,EMFSIRGR,GR,OMF,9,18.09
INF754K01QH3,EMFNXRGR,GR,OMF,9,16.72
INF754K01PZ7,EMFMDRGR,GR,OMF,9,18.8
INF204KC1857,NIMFNKGP,GR,GMF,10,11.28
INF204KC1881,NIMFNKAG,GR,GMF,10,11.32
INF174V01BI1,MMMSCRP,DP,OMF,9,20.35
INF174V01BK7,MMMSCDG,GR,OMF,9,20.96
INF174V01BH3,MMMSCRG,GR,OMF,9,20.35
INF174V01BL5,MMMSCDP,DP,OMF,9,20.96
INF204KC1AC0,NIMFNQAG,GR,GMF,10,11.64
INF204KC1998,NIMFNQGP,GR,GMF,10,11.6
INF109KC18L6,PRU3509,GR,OMF,9,16.98
INF109KC11M9,PRU9711,GR,OMF,9,17.17
INF209KB18O0,B116B,GR,OMF,9,11.22
INF209KB10P4,B116Y,GR,OMF,9,11.27
INF754K01RC2,EMFO3DGR,GR,OMF,9,11.51
INF754K01QY8,EMFO3RGR,GR,OMF,9,11.51
INF917K01AH0,LNT02,GR,OMF,9,67.94
INF917K01AF4,LNT01P,DP,OMF,9,11.03
INF917K01AI8,LNT09P,DP,OMF,9,17.07
INF917K01AK4,LNT07,GR,OMF,9,25.81
INF917K01HN3,LNT02D,GR,OMF,9,72.16
INF917K01HP8,LNT01DP,DP,OMF,9,11.41
INF917K01BP1,LNT44,GR,GMF,10,62.68
INF917K01FI7,LNT44D,GR,GMF,10,71.12
INF917K01239,LNT16P,DP,OMF,9,85.98
INF917K01254,LNT17,GR,OMF,9,384.55
INF917K01E78,LNT16DP,DP,OMF,9,96.37
INF917K01FZ1,LNT17D,GR,OMF,9,430.48
INF917K01536,LNT416,GR,OMF,9.33,49.87
INF917K01544,LNT415P,DP,OMF,9.33,42.51
INF917K01E52,LNT415DP,DP,OMF,9.27,47.18
INF917K01FW8,LNT416D,GR,OMF,9.27,55.54
INF917K01114,LNT227P,DP,OMF,9,10.25
INF917K01130,LNT228,GR,OMF,9,26.94
INF917K01UH8,LNT228D,GR,OMF,9,29.01
INF917K01FE6,LNT128D,GR,GMF,10,25.91
INF917K01BC9,LNT128,GR,GMF,10,24.75
INF917K01965,LTOPMIPMDP,DP,OMF,9,15.85
INF917K01981,LTOPMIPQDP,DP,OMF,9,16.91
INF917K01AA5,LTOPMIPC,GR,OMF,9,32.37
INF917K01GE4,LNT243D,GR,OMF,9,35.62
INF917K01IQ4,LNT133D,GR,OMF,9,26.03
INF917K01CH6,LTOPSTDDP,DP,OMF,9,11.11
INF917K01CJ2,LTOPSTDQDP,DP,OMF,9,10.59
INF917K01CL8,LTOPSTDG,GR,OMF,9,24.65
INF677K01064,FTAFG,GR,OMF,9,132.52
INF677K01072,FTAFP,DP,OMF,9,31.12
INF917K01GP0,LNTFTAGD,GR,OMF,9,143.39
INF917K01GO3,LNTFTADD,DP,OMF,9,44.71
INF677K01916,STIIG,GR,OMF,9,27.72
INF677K01924,STIIP,DP,OMF,9,10.77
INF917K01HA0,LNTSTIGD,GR,OMF,9,29.88
INF677K01AE7,LFSG,GR,OMF,9,22.63
INF917K01HJ1,LNTLFMDP,DP,OMF,9,11.26
INF917K01HH5,LNTLFSGD,GR,OMF,9,23.76
INF677K01023,FIVFG,GR,OMF,9,107.47
INF677K01213,FIVFP,DP,OMF,9,56.32
INF917K01HC6,LNTFIVDP,DP,OMF,9,69.23
INF917K01HD4,LNTFIVGD,GR,OMF,9,118.93
INF677K01452,FSIG,GR,OMF,9,26.56
INF677K01460,FSIP,DP,OMF,9,10.39
INF917K01GM7,LNTFSIGD,GR,OMF,9,27.9
INF917K01LB0,FCPEG,GR,OMF,9,54.94
INF917K01KZ1,FCPEP,DP,OMF,9,30.62
INF917K01LE4,LNTFCEGD,GR,OMF,9,61.83
INF917K01E45,LNTFCEDP,DP,OMF,9,35.92
INF917K01TW9,FCADP,DP,OMF,9,19.24
INF917K01TY5,LNTFCDDP,DP,OMF,9,21.43
INF917K01IN1,LNTFCMGD,GR,OMF,9,48.01
INF917K01KW8,FCPMP,DP,OMF,9,20.39
INF917K01KY4,FCPMD,GR,OMF,9,41.94
INF917K01IM3,LNTFCMDP,DP,OMF,9,23.86
INF917K01QA1,LNTLEBDG,GR,OMF,9,94.11
INF917K01QB9,LEBFP,DP,OMF,9,46.29
INF917K01PZ0,LNTLEBDP,DP,OMF,9,52.77
INF917K01QC7,LEBFG,GR,OMF,9,85.49
INF917K01QT1,LNTLARDP,DP,OMF,9,10.67
INF917K01QR5,LNTLARDG,GR,OMF,9,19.11
INF917K01QN4,LARMP,DP,OMF,9,10.65
INF917K01QL8,LARG,GR,OMF,9,17.96
INF917K01RI2,LNTLBCDG,GR,OMF,9,45.97
INF917K01RH4,LBCFP,DP,OMF,9,29.11
INF917K01RF8,LBCFG,GR,OMF,9,42.2
INF917K01RK8,LNTLBCDP,DP,OMF,9,31.22
INF917K01TK4,LNTLRCDG,GR,OMF,9,20.6
INF917K01TJ6,LRCBP,DP,OMF,9,10.59
INF917K01TH0,LRCBG,GR,OMF,9,18.99
INF917K01WF8,LNTLRDAP,DP,OMF,9,11.93
INF917K01WE1,LRCAP,DP,OMF,9,10.98
INF917K01C96,LNIDP,DP,OMF,9,28.57
INF917K01D12,LNIGD,GR,OMF,9,28.57
INF917K01D38,LNIGR,GR,OMF,9,28.15
INF917K01D20,LNIFP,DP,OMF,9,28.15
INF917K01D79,LNNGD,GR,OMF,9,32.05
INF917K01D95,LNNGR,GR,OMF,9,31.43
INF579M01AL6,ITRG,GR,OMF,9,13.66
INF579M01AN2,ITDG,GR,OMF,9,13.72
